accession	gene_primary	protein_name	length	reviewed	organism_id	subtree_terms_returning_entry	in_term_level_query
Q9NW15	ANO10	Anoctamin-10 (Transmembrane protein 16K)	660	reviewed	9606		
Q9NWB6	ARGLU1	Arginine and glutamate-rich protein 1	273	reviewed	9606		
Q9NWH9	SLTM	SAFB-like transcription modulator (Modulator of estrogen-induced transcription)	1034	reviewed	9606		
Q9NWU1	OXSM	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial (EC 2.3.1.41) (Beta-ketoacyl-ACP synthase)	459	reviewed	9606		
Q9NWU2	GID8	Glucose-induced degradation protein 8 homolog (Two hybrid-associated protein 1 with RanBPM) (Twa1)	228	reviewed	9606		
Q9NWU5	MRPL22	Large ribosomal subunit protein uL22m (39S ribosomal protein L22, mitochondrial) (L22mt) (MRP-L22) (39S ribosomal protein L25, mitochondrial) (L25mt) (MRP-L25)	206	reviewed	9606		
Q9NWV4	CZIB	CXXC motif containing zinc binding protein (UPF0587 protein C1orf123)	160	reviewed	9606		
Q9NX14	NDUFB11	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial (Complex I-ESSS) (CI-ESSS) (NADH-ubiquinone oxidoreductase ESSS subunit) (Neuronal protein 17.3) (Np17.3) (p17.3)	153	reviewed	9606		
Q9NX18	SDHAF2	Succinate dehydrogenase assembly factor 2, mitochondrial (SDH assembly factor 2) (SDHAF2)	166	reviewed	9606		
Q9NX20	MRPL16	Large ribosomal subunit protein uL16m (39S ribosomal protein L16, mitochondrial) (L16mt) (MRP-L16)	251	reviewed	9606		
Q9NX40	OCIAD1	OCIA domain-containing protein 1 (Ovarian cancer immunoreactive antigen domain containing 1) (Ovarian carcinoma immunoreactive antigen)	245	reviewed	9606		
Q9NX46	ADPRS	ADP-ribosylhydrolase ARH3 (ADP-ribose glycohydrolase ARH3) (ADP-ribosylhydrolase 3) (O-acetyl-ADP-ribose deacetylase ARH3) (EC 3.5.1.-) (Poly(ADP-ribose) glycohydrolase ARH3) (EC 3.2.1.143) ([Protein ADP-ribosylarginine] hydrolase-like protein 2) ([Protein ADP-ribosylserine] hydrolase) (EC 3.2.2.-)	363	reviewed	9606		
Q9NX55	HYPK	Huntingtin-interacting protein K (Huntingtin yeast partner K)	121	reviewed	9606		
Q9NX62	BPNT2	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase (Golgi-resident PAP phosphatase) (gPAPP) (EC 3.1.3.7) (3'(2'), 5'-bisphosphate nucleotidase 2) (Inositol monophosphatase domain-containing protein 1) (Myo-inositol monophosphatase A3) (Phosphoadenosine phosphate 3'-nucleotidase)	359	reviewed	9606		
Q9NX63	CHCHD3	MICOS complex subunit MIC19 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 3)	227	reviewed	9606		
Q9NXA8	SIRT5	NAD-dependent protein deacylase sirtuin-5, mitochondrial (EC 2.3.1.-) (Regulatory protein SIR2 homolog 5) (SIR2-like protein 5)	310	reviewed	9606		
Q9NXC5	MIOS	GATOR2 complex protein MIOS (Missing oocyte meiosis regulator homolog)	875	reviewed	9606		
Q9NXE4	SMPD4	Sphingomyelin phosphodiesterase 4 (EC 3.1.4.12) (Neutral sphingomyelinase 3) (nSMase-3) (nSMase3) (Neutral sphingomyelinase III)	866	reviewed	9606		
Q9NXG2	THUMPD1	THUMP domain-containing protein 1	353	reviewed	9606		
Q9NXJ5	PGPEP1	Pyroglutamyl-peptidase 1 (EC 3.4.19.3) (5-oxoprolyl-peptidase) (Pyroglutamyl aminopeptidase I) (PAP-I) (Pyroglutamyl-peptidase I) (PGP-I) (Pyrrolidone-carboxylate peptidase)	209	reviewed	9606		
Q9NXW2	DNAJB12	DnaJ homolog subfamily B member 12	375	reviewed	9606		
Q9NY12	GAR1	H/ACA ribonucleoprotein complex subunit 1 (Nucleolar protein family A member 1) (snoRNP protein GAR1)	217	reviewed	9606		
Q9NY33	DPP3	Dipeptidyl peptidase 3 (EC 3.4.14.4) (Dipeptidyl aminopeptidase III) (Dipeptidyl arylamidase III) (Dipeptidyl peptidase III) (DPP III) (Enkephalinase B)	737	reviewed	9606		
Q9NY65	TUBA8	Tubulin alpha-8 chain (EC 3.6.5.-) (Alpha-tubulin 8) (Tubulin alpha chain-like 2) [Cleaved into: Dephenylalaninated tubulin alpha-8 chain]	449	reviewed	9606		
Q9NYF8	BCLAF1	Bcl-2-associated transcription factor 1 (Btf) (BCLAF1 and THRAP3 family member 1)	920	reviewed	9606		
Q9NYJ1	COA4	Cytochrome c oxidase assembly factor 4 homolog, mitochondrial (Coiled-coil-helix-coiled-coil-helix domain-containing protein 8) (E2-induced gene 2 protein)	87	reviewed	9606		
Q9NYK5	MRPL39	Large ribosomal subunit protein mL39 (39S ribosomal protein L39, mitochondrial) (L39mt) (MRP-L39) (39S ribosomal protein L5, mitochondrial) (L5mt) (MRP-L5)	338	reviewed	9606		
Q9NYL2	MAP3K20	Mitogen-activated protein kinase kinase kinase 20 (EC 2.7.11.25) (Human cervical cancer suppressor gene 4 protein) (HCCS-4) (Leucine zipper- and sterile alpha motif-containing kinase) (MLK-like mitogen-activated protein triple kinase) (Mitogen-activated protein kinase kinase kinase MLT) (Mixed lineage kinase 7) (Mixed lineage kinase-related kinase) (MLK-related kinase) (MRK) (Sterile alpha motif- and leucine zipper-containing kinase AZK)	800	reviewed	9606		
Q9NYU2	UGGT1	UDP-glucose:glycoprotein glucosyltransferase 1 (UGT1) (hUGT1) (EC 2.4.1.-) (UDP--Glc:glycoprotein glucosyltransferase) (UDP-glucose ceramide glucosyltransferase-like 1)	1555	reviewed	9606		
Q9NZ01	TECR	Very-long-chain enoyl-CoA reductase (EC 1.3.1.93) (Synaptic glycoprotein SC2) (Trans-2,3-enoyl-CoA reductase) (TER)	308	reviewed	9606		
Q9NZ08	ERAP1	Endoplasmic reticulum aminopeptidase 1 (EC 3.4.11.-) (ARTS-1) (Adipocyte-derived leucine aminopeptidase) (A-LAP) (Aminopeptidase PILS) (Puromycin-insensitive leucyl-specific aminopeptidase) (PILS-AP) (Type 1 tumor necrosis factor receptor shedding aminopeptidase regulator)	941	reviewed	9606		
Q9NZ32	ACTR10	Actin-related protein 10 (Actin-related protein 11) (hARP11)	417	reviewed	9606		
Q9NZ45	CISD1	CDGSH iron-sulfur domain-containing protein 1 (Cysteine transaminase CISD1) (EC 2.6.1.3) (MitoNEET)	108	reviewed	9606		
Q9NZA1	CLIC5	Chloride intracellular channel protein 5 (Glutaredoxin-like oxidoreductase CLIC5) (EC 1.8.-.-)	410	reviewed	9606		
Q9NZB2	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1 (Oxidative stress-associated SRC activator) (Protein FAM120A)	1118	reviewed	9606		
Q9NZC3	GDE1	Glycerophosphodiester phosphodiesterase 1 (Glycerophosphoinositol glycerophosphodiesterase GDE1) (EC 3.1.4.44) (Lysophospholipase D GDE1) (EC 3.1.4.-) (Membrane-interacting protein of RGS16) (RGS16-interacting membrane protein)	331	reviewed	9606		
Q9NZD2	GLTP	Glycolipid transfer protein (GLTP)	209	reviewed	9606		
Q9NZD4	AHSP	Alpha-hemoglobin-stabilizing protein (Erythroid differentiation-related factor) (Erythroid-associated factor)	102	reviewed	9606		
Q9NZH6	IL37	Interleukin-37 (IL-37) (FIL1 zeta) (IL-1X) (Interleukin-1 family member 7) (IL-1F7) (Interleukin-1 homolog 4) (IL-1H) (IL-1H4) (Interleukin-1 zeta) (IL-1 zeta) (Interleukin-1-related protein) (IL-1RP1)	218	reviewed	9606		
Q9NZH8	IL36G	Interleukin-36 gamma (IL-1-related protein 2) (IL-1RP2) (Interleukin-1 epsilon) (IL-1 epsilon) (Interleukin-1 family member 9) (IL-1F9) (Interleukin-1 homolog 1) (IL-1H1)	169	reviewed	9606		
Q9NZI8	IGF2BP1	Insulin-like growth factor 2 mRNA-binding protein 1 (IGF2 mRNA-binding protein 1) (IMP-1) (IMP1) (Coding region determinant-binding protein) (CRD-BP) (IGF-II mRNA-binding protein 1) (VICKZ family member 1) (Zipcode-binding protein 1) (ZBP-1)	577	reviewed	9606		
Q9NZJ4	SACS	Sacsin (DnaJ homolog subfamily C member 29)	4579	reviewed	9606		
Q9NZJ6	COQ3	Ubiquinone biosynthesis O-methyltransferase, mitochondrial (3-demethylubiquinol 3-O-methyltransferase) (EC 2.1.1.64) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.-) (Polyprenyldihydroxybenzoate methyltransferase) (EC 2.1.1.114)	369	reviewed	9606		
Q9NZL4	HSPBP1	Hsp70-binding protein 1 (HspBP1) (Heat shock protein-binding protein 1) (Hsp70-binding protein 2) (HspBP2) (Hsp70-interacting protein 1) (Hsp70-interacting protein 2)	359	reviewed	9606		
Q9NZL9	MAT2B	Methionine adenosyltransferase 2 subunit beta (Methionine adenosyltransferase II beta) (MAT II beta) (Putative dTDP-4-keto-6-deoxy-D-glucose 4-reductase)	334	reviewed	9606		
Q9NZM1	MYOF	Myoferlin (Fer-1-like protein 3)	2061	reviewed	9606		
Q9NZM3	ITSN2	Intersectin-2 (SH3 domain-containing protein 1B) (SH3P18) (SH3P18-like WASP-associated protein)	1697	reviewed	9606		
Q9NZN5	ARHGEF12	Rho guanine nucleotide exchange factor 12 (Leukemia-associated RhoGEF)	1544	reviewed	9606		
Q9NZT1	CALML5	Calmodulin-like protein 5 (Calmodulin-like skin protein)	146	reviewed	9606		
Q9NZT2	OGFR	Opioid growth factor receptor (OGFr) (Protein 7-60) (Zeta-type opioid receptor)	677	reviewed	9606		
Q9NZU5	LMCD1	LIM and cysteine-rich domains protein 1 (Dyxin)	365	reviewed	9606		
Q9P003	CNIH4	Protein cornichon homolog 4 (CNIH-4) (Cornichon family AMPA receptor auxiliary protein 4)	139	reviewed	9606		
Q9P016	THYN1	Thymocyte nuclear protein 1 (Thymocyte protein Thy28)	225	reviewed	9606		
Q9P032	NDUFAF4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 (Hormone-regulated proliferation-associated protein of 20 kDa)	175	reviewed	9606		
Q9P035	HACD3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 3) (HACD3) (Butyrate-induced protein 1) (B-ind1) (hB-ind1) (Protein-tyrosine phosphatase-like A domain-containing protein 1)	362	reviewed	9606		
Q9P0I2	EMC3	ER membrane protein complex subunit 3 (Transmembrane protein 111)	261	reviewed	9606		
Q9P0J0	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic and interferon-induced mortality 19 protein) (GRIM-19) (Gene associated with retinoic and IFN-induced mortality 19 protein) (NADH-ubiquinone oxidoreductase B16.6 subunit)	144	reviewed	9606		
Q9P0K7	RAI14	Ankycorbin (Ankyrin repeat and coiled-coil structure-containing protein) (Novel retinal pigment epithelial cell protein) (Retinoic acid-induced protein 14)	980	reviewed	9606		
Q9P0L0	VAPA	Vesicle-associated membrane protein-associated protein A (VAMP-A) (VAMP-associated protein A) (VAP-A) (33 kDa VAMP-associated protein) (VAP-33)	249	reviewed	9606		
Q9P0M6	MACROH2A2	Core histone macro-H2A.2 (Histone macroH2A2) (mH2A2)	372	reviewed	9606		
Q9P0P8	MTRES1	Mitochondrial transcription rescue factor 1	240	reviewed	9606		
Q9P0S9	TMEM14C	Transmembrane protein 14C	112	reviewed	9606		
Q9P121	NTM	Neurotrimin (hNT) (IgLON family member 2)	344	reviewed	9606		
Q9P1Z2	CALCOCO1	Calcium-binding and coiled-coil domain-containing protein 1 (Calphoglin) (Coiled-coil coactivator protein) (Sarcoma antigen NY-SAR-3)	691	reviewed	9606		
Q9P258	RCC2	Protein RCC2 (RCC1-like protein TD-60) (Telophase disk protein of 60 kDa)	522	reviewed	9606		
Q9P265	DIP2B	Disco-interacting protein 2 homolog B (DIP2 homolog B)	1576	reviewed	9606		
Q9P270	SLAIN2	SLAIN motif-containing protein 2	581	reviewed	9606		
Q9P289	STK26	Serine/threonine-protein kinase 26 (EC 2.7.11.1) (MST3 and SOK1-related kinase) (Mammalian STE20-like protein kinase 4) (MST-4) (STE20-like kinase MST4) (Serine/threonine-protein kinase MASK)	416	reviewed	9606		
Q9P291	ARMCX1	Armadillo repeat-containing X-linked protein 1 (ARM protein lost in epithelial cancers on chromosome X 1) (Protein ALEX1)	453	reviewed	9606		
Q9P2B2	PTGFRN	Prostaglandin F2 receptor negative regulator (CD9 partner 1) (CD9P-1) (Glu-Trp-Ile EWI motif-containing protein F) (EWI-F) (Prostaglandin F2-alpha receptor regulatory protein) (Prostaglandin F2-alpha receptor-associated protein) (CD antigen CD315)	879	reviewed	9606		
Q9P2B4	CTTNBP2NL	CTTNBP2 N-terminal-like protein	639	reviewed	9606		
Q9P2E3	ZNFX1	NFX1-type zinc finger-containing protein 1 (ATP- dependent RNA translocase ZNFX1) (EC 3.6.4.-) (E3 ubiquitin-protein and -ssRNA ligase ZNFX1) (EC 2.3.2.27)	1918	reviewed	9606		
Q9P2E9	RRBP1	Ribosome-binding protein 1 (180 kDa ribosome receptor homolog) (RRp) (ES/130-related protein) (Ribosome receptor protein)	1410	reviewed	9606		
Q9P2F8	SIPA1L2	Signal-induced proliferation-associated 1-like protein 2 (SIPA1-like protein 2)	1722	reviewed	9606		
Q9P2J5	LARS1	Leucine--tRNA ligase, cytoplasmic (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS) (cLRS)	1176	reviewed	9606		
Q9P2K3	RCOR3	REST corepressor 3	495	reviewed	9606		
Q9P2K5	MYEF2	Myelin expression factor 2 (MEF-2) (MyEF-2) (MST156)	600	reviewed	9606		
Q9P2R3	ANKFY1	Ankyrin repeat and FYVE domain-containing protein 1 (Ankyrin repeats hooked to a zinc finger motif) (Rab5-binding and ankyrin repeats-containing protein) (Rabankyrin-5) (Rank-5)	1169	reviewed	9606		
Q9P2R7	SUCLA2	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Itaconyl--CoA ligase [ADP-forming] subunit beta) (EC 6.2.1.-) (Malyl--CoA ligase [ADP-forming] subunit beta) (EC 6.2.1.9) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)	463	reviewed	9606		
Q9P2T1	GMPR2	GMP reductase 2 (GMPR 2) (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase 2) (Guanosine monophosphate reductase 2)	348	reviewed	9606		
Q9UBB4	ATXN10	Ataxin-10 (Brain protein E46 homolog) (Spinocerebellar ataxia type 10 protein)	475	reviewed	9606		
Q9UBB5	MBD2	Methyl-CpG-binding domain protein 2 (Demethylase) (DMTase) (Methyl-CpG-binding protein MBD2)	411	reviewed	9606		
Q9UBC2	EPS15L1	Epidermal growth factor receptor substrate 15-like 1 (Eps15-related protein) (Eps15R)	864	reviewed	9606		
Q9UBE0	SAE1	SUMO-activating enzyme subunit 1 (Ubiquitin-like 1-activating enzyme E1A) [Cleaved into: SUMO-activating enzyme subunit 1, N-terminally processed]	346	reviewed	9606		
Q9UBF8	PI4KB	Phosphatidylinositol 4-kinase beta (PI4K-beta) (PI4Kbeta) (PtdIns 4-kinase beta) (EC 2.7.1.67) (NPIK) (PI4K92) (PI4KIII)	816	reviewed	9606		
Q9UBG3	CRNN	Cornulin (53 kDa putative calcium-binding protein) (53 kDa squamous epithelial-induced stress protein) (58 kDa heat shock protein) (Squamous epithelial heat shock protein 53) (Tumor-related protein)	495	reviewed	9606		
Q9UBI1	COMMD3	COMM domain-containing protein 3 (Protein Bup) (Protein PIL)	195	reviewed	9606		
Q9UBI6	GNG12	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	72	reviewed	9606		
Q9UBQ0	VPS29	Vacuolar protein sorting-associated protein 29 (hVPS29) (PEP11 homolog) (Vesicle protein sorting 29)	182	reviewed	9606		
Q9UBQ5	EIF3K	Eukaryotic translation initiation factor 3 subunit K (eIF3k) (Eukaryotic translation initiation factor 3 subunit 12) (Muscle-specific gene M9 protein) (PLAC-24) (eIF-3 p25) (eIF-3 p28)	218	reviewed	9606		
Q9UBQ7	GRHPR	Glyoxylate reductase/hydroxypyruvate reductase (EC 1.1.1.79) (EC 1.1.1.81)	328	reviewed	9606		
Q9UBR2	CTSZ	Cathepsin Z (EC 3.4.18.1) (Cathepsin P) (Cathepsin X)	303	reviewed	9606		
Q9UBS4	DNAJB11	DnaJ homolog subfamily B member 11 (APOBEC1-binding protein 2) (ABBP-2) (DnaJ protein homolog 9) (ER-associated DNAJ) (ER-associated Hsp40 co-chaperone) (Endoplasmic reticulum DNA J domain-containing protein 3) (ER-resident protein ERdj3) (ERdj3) (ERj3p) (HEDJ) (Human DnaJ protein 9) (hDj-9) (PWP1-interacting protein 4)	358	reviewed	9606		
Q9UBS8	RNF14	E3 ubiquitin-protein ligase RNF14 (EC 2.3.2.31) (Androgen receptor-associated protein 54) (HFB30) (RING finger protein 14)	474	reviewed	9606		
Q9UBT2	UBA2	SUMO-activating enzyme subunit 2 (EC 2.3.2.-) (Anthracycline-associated resistance ARX) (Ubiquitin-like 1-activating enzyme E1B) (Ubiquitin-like modifier-activating enzyme 2)	640	reviewed	9606		
Q9UBU9	NXF1	Nuclear RNA export factor 1 (Tip-associated protein) (Tip-associating protein) (mRNA export factor TAP)	619	reviewed	9606		
Q9UBW8	COPS7A	COP9 signalosome complex subunit 7a (SGN7a) (Signalosome subunit 7a) (Dermal papilla-derived protein 10) (JAB1-containing signalosome subunit 7a)	275	reviewed	9606		
Q9UBX5	FBLN5	Fibulin-5 (FIBL-5) (Developmental arteries and neural crest EGF-like protein) (Dance) (Urine p50 protein) (UP50)	448	reviewed	9606		
Q9UBY9	HSPB7	Heat shock protein beta-7 (HspB7) (Cardiovascular heat shock protein) (cvHsp)	170	reviewed	9606		
Q9UDR5	AASS	Alpha-aminoadipic semialdehyde synthase, mitochondrial (LKR/SDH) [Includes: Lysine ketoglutarate reductase (LKR) (LOR) (EC 1.5.1.8); Saccharopine dehydrogenase (SDH) (EC 1.5.1.9)]	926	reviewed	9606		
Q9UDW1	UQCR10	Cytochrome b-c1 complex subunit 9 (Complex III subunit 9) (Complex III subunit X) (Cytochrome c1 non-heme 7 kDa protein) (Ubiquinol-cytochrome c reductase complex 7.2 kDa protein)	63	reviewed	9606		
Q9UDX5	MTFP1	Mitochondrial fission process protein 1 (Mitochondrial 18 kDa protein) (MTP18)	166	reviewed	9606		
Q9UDY2	TJP2	Tight junction protein 2 (Tight junction protein ZO-2) (Zona occludens protein 2) (Zonula occludens protein 2)	1190	reviewed	9606		
Q9UEW8	STK39	STE20/SPS1-related proline-alanine-rich protein kinase (Ste-20-related kinase) (EC 2.7.11.1) (DCHT) (Serine/threonine-protein kinase 39)	545	reviewed	9606		
Q9UEY8	ADD3	Gamma-adducin (Adducin-like protein 70)	706	reviewed	9606		
Q9UFN0	NIPSNAP3A	Protein NipSnap homolog 3A (NipSnap3A) (Protein NipSnap homolog 4) (NipSnap4) (Target for Salmonella secreted protein C) (TassC)	247	reviewed	9606		
Q9UG56	PISD	Phosphatidylserine decarboxylase proenzyme, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase beta chain; Phosphatidylserine decarboxylase alpha chain]	409	reviewed	9606		
Q9UG63	ABCF2	ATP-binding cassette sub-family F member 2 (Iron-inhibited ABC transporter 2)	623	reviewed	9606		
Q9UGI8	TES	Testin (TESS)	421	reviewed	9606		
Q9UGI9	PRKAG3	5'-AMP-activated protein kinase subunit gamma-3 (AMPK gamma3) (AMPK subunit gamma-3)	489	reviewed	9606		
Q9UGJ0	PRKAG2	5'-AMP-activated protein kinase subunit gamma-2 (AMPK gamma2) (AMPK subunit gamma-2) (H91620p)	569	reviewed	9606		
Q9UGM3	DMBT1	Scavenger receptor cysteine-rich domain-containing protein DMBT1 (Deleted in malignant brain tumors 1 protein) (Glycoprotein 340) (Gp-340) (Hensin) (Salivary agglutinin) (SAG) (Surfactant pulmonary-associated D-binding protein)	2413	reviewed	9606		
Q9UGM6	WARS2	Tryptophan--tRNA ligase, mitochondrial (EC 6.1.1.2) ((Mt)TrpRS) (Tryptophanyl-tRNA synthetase) (TrpRS)	360	reviewed	9606		
Q9UGP8	SEC63	Translocation protein SEC63 homolog (DnaJ homolog subfamily C member 23)	760	reviewed	9606		
Q9UGV2	NDRG3	Protein NDRG3 (N-myc downstream-regulated gene 3 protein)	375	reviewed	9606		
Q9UH62	ARMCX3	Armadillo repeat-containing X-linked protein 3 (ARM protein lost in epithelial cancers on chromosome X 3) (Protein ALEX3)	379	reviewed	9606		
Q9UH90	FBXO40	F-box only protein 40 (Muscle disease-related protein)	709	reviewed	9606		
Q9UH92	MLX	Max-like protein X (Class D basic helix-loop-helix protein 13) (bHLHd13) (Max-like bHLHZip protein) (Protein BigMax) (Transcription factor-like protein 4)	298	reviewed	9606		
Q9UH99	SUN2	SUN domain-containing protein 2 (Protein unc-84 homolog B) (Rab5-interacting protein) (Rab5IP) (Sad1/unc-84 protein-like 2)	717	reviewed	9606		
Q9UHA4	LAMTOR3	Ragulator complex protein LAMTOR3 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 3) (MEK-binding partner 1) (Mp1) (Mitogen-activated protein kinase kinase 1-interacting protein 1) (Mitogen-activated protein kinase scaffold protein 1)	124	reviewed	9606		
Q9UHB6	LIMA1	LIM domain and actin-binding protein 1 (Epithelial protein lost in neoplasm)	759	reviewed	9606		
Q9UHB9	SRP68	Signal recognition particle subunit SRP68 (SRP68) (Signal recognition particle 68 kDa protein)	627	reviewed	9606		
Q9UHG3	PCYOX1	Prenylcysteine oxidase 1 (EC 1.8.3.5) (Prenylcysteine lyase)	505	reviewed	9606		
Q9UHL4	DPP7	Dipeptidyl peptidase 2 (EC 3.4.14.2) (Dipeptidyl aminopeptidase II) (Dipeptidyl peptidase 7) (Dipeptidyl peptidase II) (DPP II) (Quiescent cell proline dipeptidase)	492	reviewed	9606		
Q9UHP3	USP25	Ubiquitin carboxyl-terminal hydrolase 25 (EC 3.4.19.12) (Deubiquitinating enzyme 25) (USP on chromosome 21) (Ubiquitin thioesterase 25) (Ubiquitin-specific-processing protease 25)	1055	reviewed	9606		
Q9UHQ4	BCAP29	B-cell receptor-associated protein 29 (BCR-associated protein 29) (Bap29)	241	reviewed	9606		
Q9UHQ9	CYB5R1	NADH-cytochrome b5 reductase 1 (b5R.1) (EC 1.6.2.2) (Humb5R2) (NAD(P)H:quinone oxidoreductase type 3 polypeptide A2)	305	reviewed	9606		
Q9UHV9	PFDN2	Prefoldin subunit 2	154	reviewed	9606		
Q9UHX1	PUF60	Poly(U)-binding-splicing factor PUF60 (60 kDa poly(U)-binding-splicing factor) (FUSE-binding protein-interacting repressor) (FBP-interacting repressor) (Ro-binding protein 1) (RoBP1) (Siah-binding protein 1) (Siah-BP1)	559	reviewed	9606		
Q9UHY7	ENOPH1	Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase) (MASA homolog)	261	reviewed	9606		
Q9UI09	NDUFA12	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 (13 kDa differentiation-associated protein) (Complex I-B17.2) (CI-B17.2) (CIB17.2) (NADH-ubiquinone oxidoreductase subunit B17.2)	145	reviewed	9606		
Q9UI12	ATP6V1H	V-type proton ATPase subunit H (V-ATPase subunit H) (Nef-binding protein 1) (NBP1) (Protein VMA13 homolog) (V-ATPase 50/57 kDa subunits) (Vacuolar proton pump subunit H) (Vacuolar proton pump subunit SFD)	483	reviewed	9606		
Q9UI42	CPA4	Carboxypeptidase A4 (EC 3.4.17.-) (Carboxypeptidase A3)	421	reviewed	9606		
Q9UI47	CTNNA3	Catenin alpha-3 (Alpha T-catenin) (Cadherin-associated protein)	895	reviewed	9606		
Q9UIA9	XPO7	Exportin-7 (Exp7) (Ran-binding protein 16)	1087	reviewed	9606		
