# Generated by pipeline/digest.py — DO NOT EDIT BY HAND
# generated = 2026-09-13T04:25:20Z
# digest = trypsin; cleave_after=KR; cleave_before_proline=both; length 6-30; missed_cleavages=0; source=Schwanhausser et al. 2011 (B4), Methods, iBAQ definition, as restated in Nature Sci Data 2018;5:180128 (doi 10.1038/sdata.2018.128): "theoretically observable tryptic peptides between 6 and 30 amino acids". Proline rule not stated in A1 Methods; both computed, difference disclosed (D49).
rank	accession	gene	tier	length	mw_full	n_peptides	peptides_per_kDa	n_peptides_trypsin_P	n_peptides_trypsin	proline_rule_rel_diff	robust_z
3339	P27144	AK4	2	223	25267.6	16	0.633221	16	14	0.125	1.216
3340	P13995	MTHFD2	2	350	37894.6	24	0.633336	24	22	0.0833333	1.21727
3341	O60925	PFDN1	2	122	14210.2	9	0.633346	9	9	0	1.21738
3342	Q15691	MAPRE1	2	268	29998.7	19	0.633361	19	18	0.0526316	1.21755
3343	P82979	SARNP	2	210	23670.5	15	0.6337	15	12	0.2	1.22131
3344	Q8TCB0	IFI44	2	444	50490.3	32	0.633785	32	32	0	1.22226
3345	A6NHG4	DDTL	2	134	14195.1	9	0.634022	9	8	0.111111	1.22489
3346	O14548	COX7A2L	2	114	12614.5	8	0.63419	8	6	0.25	1.22675
3347	O94905	ERLIN2	2	339	37839.1	24	0.634265	24	24	0	1.22759
3348	Q9NRP2	CMC2	2	79	9459.76	6	0.634266	6	6	0	1.22759
3349	Q96A26	FAM162A	2	154	17342.1	11	0.634293	11	10	0.0909091	1.2279
3350	P61247	RPS3A	2	264	29944.7	19	0.634504	19	19	0	1.23024
3351	Q9NWU5	MRPL22	2	206	23640.3	15	0.63451	15	15	0	1.23031
3352	P51858	HDGF	2	240	26788	17	0.634612	17	17	0	1.23144
3353	Q14197	MRPL58	2	206	23629.7	15	0.634794	15	15	0	1.23346
3354	P05997	COL5A2	2	1499	144909	92	0.63488	92	84	0.0869565	1.23441
3355	P46783	RPS10	2	165	18897.5	12	0.635004	12	13	-0.0833333	1.23579
3356	P12235	SLC25A4	2	298	33064.1	21	0.635131	21	21	0	1.2372
3357	Q9HB07	MYG1	2	376	42507.7	27	0.63518	27	27	0	1.23774
3358	Q9NX14	NDUFB11	2	153	17316.4	11	0.635236	11	11	0	1.23837
3359	O60256	PRPSAP2	2	369	40925.2	26	0.635306	26	26	0	1.23914
3360	Q9C029	TRIM7	2	511	56629.9	36	0.635706	36	35	0.0277778	1.24359
3361	P61981	YWHAG	2	247	28302.2	18	0.635993	18	18	0	1.24678
3362	Q9UMX5	NENF	2	172	18856.1	12	0.636397	12	11	0.0833333	1.25126
3363	P50453	SERPINB9	2	376	42403	27	0.636747	27	26	0.037037	1.25514
3364	Q8IVD9	NUDCD3	2	361	40821.5	26	0.636919	26	26	0	1.25705
3365	Q15008	PSMD6	2	389	45530.7	29	0.636933	29	29	0	1.25721
3366	Q15814	TBCC	2	346	39247.5	25	0.636983	25	25	0	1.25776
3367	P61019	RAB2A	2	212	23545.2	15	0.637072	15	15	0	1.25875
3368	P21283	ATP6V1C1	2	382	43941	28	0.637218	28	28	0	1.26037
3369	P49069	CAMLG	2	296	32952.1	21	0.637288	21	17	0.190476	1.26115
3370	O60664	PLIN3	2	434	47074.2	30	0.637292	30	30	0	1.2612
3371	P60174	TPI1	2	249	26669.2	17	0.63744	17	16	0.0588235	1.26283
3372	Q6UW63	POGLUT2	2	502	58041.8	37	0.637472	37	37	0	1.26319
3373	P35232	PHB1	2	272	29803.6	19	0.637507	19	18	0.0526316	1.26358
3374	Q8WU90	ZC3H15	2	426	48602	31	0.637834	31	29	0.0645161	1.26721
3375	Q04917	YWHAH	2	246	28218.3	18	0.637884	18	18	0	1.26776
3376	Q14134	TRIM29	2	588	65833.8	42	0.63797	42	40	0.047619	1.26872
3377	Q9BXS5	AP1M1	2	423	48586.3	31	0.63804	31	29	0.0645161	1.26949
3378	O75477	ERLIN1	2	348	39170.6	25	0.638234	25	25	0	1.27165
3379	P62277	RPS13	2	151	17222	11	0.638717	11	11	0	1.27701
3380	P49915	GMPS	2	693	76714.5	49	0.638732	49	43	0.122449	1.27718
3381	P10301	RRAS	2	218	23480.2	15	0.638836	15	15	0	1.27834
3382	Q6YN16	HSDL2	2	418	45394.2	29	0.638848	29	27	0.0689655	1.27847
3383	P21695	GPD1	2	349	37567.2	24	0.638854	24	24	0	1.27854
3384	Q3SY69	ALDH1L2	2	923	101745	65	0.638855	65	64	0.0153846	1.27854
3385	Q86VN1	VPS36	2	386	43816.2	28	0.639034	28	28	0	1.28053
3386	P30041	PRDX6	2	224	25034.7	16	0.639114	16	16	0	1.28142
3387	P06727	APOA4	2	396	45371.2	29	0.639172	29	28	0.0344828	1.28206
3388	Q9H6N6	MYH16	2	1097	128288	82	0.639187	82	82	0	1.28224
3389	P37837	TALDO1	2	337	37539.5	24	0.639326	24	23	0.0416667	1.28377
3390	P32119	PRDX2	2	198	21891.7	14	0.639513	14	11	0.214286	1.28585
3391	P02788	LTF	2	710	78181.1	50	0.639541	50	48	0.04	1.28616
3392	O43242	PSMD3	2	534	60976.5	39	0.63959	39	39	0	1.28671
3393	Q9Y5M8	SRPRB	2	271	29701.7	19	0.639693	19	19	0	1.28785
3394	P50440	GATM	2	423	48454.8	31	0.639772	31	28	0.0967742	1.28873
3395	P16118	PFKFB1	2	471	54680.6	35	0.640081	35	35	0	1.29216
3396	Q8NBN7	RDH13	2	331	35931.7	23	0.640104	23	23	0	1.29241
3397	P52564	MAP2K6	2	334	37491.9	24	0.640139	24	23	0.0416667	1.2928
3398	O00483	COXFA4	2	81	9369.73	6	0.64036	6	6	0	1.29525
3399	P18031	PTPN1	2	435	49966.2	32	0.640434	32	30	0.0625	1.29607
3400	O15078	CEP290	2	2479	290381	186	0.640537	186	185	0.00537634	1.29722
3401	O43719	HTATSF1	2	755	85851.8	55	0.640639	55	56	-0.0181818	1.29835
3402	Q96JY6	PDLIM2	1	352	37458.2	24	0.640714	24	24	0	1.29918
3403	Q14BN4	SLMAP	1	828	95196.7	61	0.640779	61	60	0.0163934	1.2999
3404	P28907	CD38	2	300	34328	22	0.640876	22	23	-0.0454545	1.30098
3405	O43678	NDUFA2	2	99	10921.4	7	0.640943	7	7	0	1.30173
3406	Q9BX68	HINT2	2	163	17161.5	11	0.640971	11	11	0	1.30204
3407	P09525	ANXA4	2	319	35882.2	23	0.640986	23	23	0	1.3022
3408	Q9NZH8	IL36G	2	169	18721.1	12	0.640988	12	9	0.25	1.30223
3409	P30622	CLIP1	2	1438	162244	104	0.64101	104	102	0.0192308	1.30247
3410	P62070	RRAS2	2	204	23399.3	15	0.641046	15	15	0	1.30287
3411	Q9Y305	ACOT9	2	439	49901	32	0.641269	32	29	0.09375	1.30535
3412	Q9H444	CHMP4B	2	224	24949.8	16	0.641287	16	14	0.125	1.30555
3413	Q9Y224	RTRAF	2	244	28067.6	18	0.641308	18	18	0	1.30578
3414	Q15369	ELOC	2	112	12473	8	0.641383	8	8	0	1.30661
3415	Q8TD16	BICD2	2	824	93531.6	60	0.641495	60	60	0	1.30785
3416	P49411	TUFM	2	455	49874.3	32	0.641612	32	32	0	1.30916
3417	Q9BW92	TARS2	2	718	81034.7	52	0.641701	52	44	0.153846	1.31014
3418	P61088	UBE2N	2	152	17137.5	11	0.641866	11	11	0	1.31198
3419	P54819	AK2	2	239	26477.4	17	0.642057	17	17	0	1.3141
3420	P51857	AKR1D1	2	326	37376.4	24	0.642116	24	23	0.0416667	1.31475
3421	Q9Y5J9	TIMM8B	2	83	9343.4	6	0.642165	6	7	-0.166667	1.31529
3422	Q8N0X4	CLYBL	2	340	37358.8	24	0.642418	24	24	0	1.31811
3423	O00232	PSMD12	2	456	52903.7	34	0.642677	34	34	0	1.32098
3424	O75874	IDH1	2	414	46658.7	30	0.642967	30	29	0.0333333	1.32419
3425	Q9Y3D9	MRPS23	2	190	21770.3	14	0.643077	14	13	0.0714286	1.32542
3426	P63208	SKP1	2	163	18657.8	12	0.643164	12	12	0	1.32638
3427	Q9Y6E2	BZW2	2	419	48161.7	31	0.643665	31	31	0	1.33195
3428	Q9H7Z7	PTGES2	2	377	41942.4	27	0.64374	27	26	0.037037	1.33277
3429	Q14249	ENDOG	2	297	32619.7	21	0.643782	21	21	0	1.33325
3430	Q9UKW4	VAV3	2	847	97774.6	63	0.644339	63	57	0.0952381	1.33943
3431	Q15738	NSDHL	2	373	41899.8	27	0.644395	27	25	0.0740741	1.34005
3432	P03952	KLKB1	2	638	71341.9	46	0.644782	46	43	0.0652174	1.34435
3433	Q9UBY9	HSPB7	2	170	18610.2	12	0.644807	12	9	0.25	1.34462
3434	P02511	CRYAB	1	175	20158.6	13	0.644887	13	11	0.153846	1.34551
3435	Q9BRT3	MIEN1	2	115	12402.9	8	0.645013	8	8	0	1.34691
3436	Q96I99	SUCLG2	2	432	46510	30	0.645022	30	30	0	1.34701
3437	P02656	APOC3	2	99	10852.1	7	0.645037	7	6	0.142857	1.34718
3438	Q86WA6	BPHL	2	291	32542.1	21	0.645318	21	20	0.047619	1.3503
3439	Q16891	IMMT	2	758	83676.4	54	0.645343	54	51	0.0555556	1.35057
3440	P19237	TNNI1	1	187	21692.1	14	0.645397	14	14	0	1.35117
3441	P31751	AKT2	2	481	55768.1	36	0.645531	36	35	0.0277778	1.35266
3442	Q9BRA2	TXNDC17	2	123	13940.7	9	0.645592	9	9	0	1.35334
3443	O95139	NDUFB6	2	128	15489	10	0.64562	10	9	0.1	1.35365
3444	P61011	SRP54	2	504	55704.1	36	0.646272	36	36	0	1.36089
3445	P31749	AKT1	2	480	55685.7	36	0.646485	36	35	0.0277778	1.36325
3446	P62318	SNRPD3	2	126	13916.1	9	0.646732	9	9	0	1.36599
3447	Q9UKM9	RALY	2	306	32462.8	21	0.646895	21	19	0.0952381	1.3678
3448	P53367	ARFIP1	2	373	41737.6	27	0.646899	27	27	0	1.36785
3449	P49585	PCYT1A	2	367	41730.5	27	0.647009	27	27	0	1.36907
3450	Q8TCC3	MRPL30	2	161	18545.5	12	0.647058	12	13	-0.0833333	1.36962
3451	O00429	DNM1L	2	736	81876	53	0.647321	53	52	0.0188679	1.37253
3452	O75891	ALDH1L1	2	902	98828	64	0.647589	64	59	0.078125	1.37551
3453	P07355	ANXA2	2	339	38603.5	25	0.64761	25	24	0.04	1.37574
3454	P22830	FECH	2	423	47861.4	31	0.647703	31	30	0.0322581	1.37677
3455	Q9BUL8	PDCD10	2	212	24701.2	16	0.647741	16	15	0.0625	1.37719
3456	P27348	YWHAQ	2	245	27763.8	18	0.648325	18	18	0	1.38368
3457	Q16595	FXN	2	210	23134.8	15	0.648375	15	13	0.133333	1.38423
3458	Q12988	HSPB3	2	150	16965.3	11	0.648383	11	11	0	1.38432
3459	P23528	CFL1	2	166	18502.3	12	0.648567	12	12	0	1.38637
3460	Q969Q5	RAB24	2	203	23123.9	15	0.64868	15	14	0.0666667	1.38762
3461	P48637	GSS	2	474	52383.9	34	0.649054	34	33	0.0294118	1.39177
3462	P56211	ARPP19	2	112	12322.8	8	0.649203	8	7	0.125	1.39342
3463	Q9NXA8	SIRT5	2	310	33880.5	22	0.649341	22	19	0.136364	1.39496
3464	Q86VF7	NRAP	1	1730	197071	128	0.649513	128	129	-0.0078125	1.39687
3465	P60660	MYL6	2	151	16929.9	11	0.649737	11	11	0	1.39936
3466	Q7L592	NDUFAF7	2	441	49237.1	32	0.649916	32	32	0	1.40135
3467	O14639	ABLIM1	2	778	87686.5	57	0.650043	57	53	0.0701754	1.40275
3468	O76031	CLPX	2	633	69222.9	45	0.650074	45	44	0.0222222	1.4031
3469	P31944	CASP14	2	242	27679.2	18	0.650309	18	18	0	1.4057
3470	Q9UJ68	MSRA	2	235	26132.2	17	0.650538	17	17	0	1.40825
3471	Q9NRX4	PHPT1	2	125	13832.3	9	0.65065	9	9	0	1.40949
3472	Q9HD34	LYRM4	2	91	10758.3	7	0.650662	7	7	0	1.40962
3473	Q0VF96	CGNL1	2	1302	149077	97	0.650671	97	93	0.0412371	1.40973
3474	Q7Z2W4	ZC3HAV1	2	902	101430	66	0.650695	66	64	0.030303	1.40999
3475	Q9HBH5	RDH14	2	336	36864.2	24	0.651038	24	23	0.0416667	1.41379
3476	A0A096LP55	UQCRHL	2	91	10751.6	7	0.651064	7	7	0	1.41409
3477	P27482	CALML3	2	149	16890.5	11	0.651252	11	11	0	1.41617
3478	Q8WZA0	LZIC	2	190	21494.2	14	0.651339	14	14	0	1.41714
3479	P09543	CNP	2	421	47578	31	0.651562	31	32	-0.0322581	1.41961
3480	Q9Y237	PIN4	2	131	13809.8	9	0.651709	9	8	0.111111	1.42125
3481	P07919	UQCRH	2	91	10738.7	7	0.65185	7	7	0	1.42282
3482	Q9GZT9	EGLN1	2	426	46020.4	30	0.651884	30	27	0.1	1.42319
3483	Q6P587	FAHD1	2	221	24541.3	16	0.651963	16	16	0	1.42407
3484	P82664	MRPS10	2	201	22999.2	15	0.652197	15	15	0	1.42667
3485	P08670	VIM	2	466	53650.8	35	0.652367	35	33	0.0571429	1.42855
3486	P00505	GOT2	2	430	47517	31	0.652398	31	29	0.0645161	1.4289
3487	P52566	ARHGDIB	2	201	22987.8	15	0.652521	15	15	0	1.43027
3488	Q9UII2	ATP5IF1	2	106	12248.6	8	0.653135	8	8	0	1.43707
3489	Q15907	RAB11B	2	218	24488.1	16	0.653377	16	16	0	1.43977
3490	P07910	HNRNPC	2	306	33669.6	22	0.653409	22	22	0	1.44012
3491	Q99497	PARK7	2	189	19890.8	13	0.653567	13	13	0	1.44188
3492	P48643	CCT5	2	541	59670.2	39	0.653592	39	38	0.025641	1.44216
3493	P62875	POLR2L	2	67	7645.03	5	0.65402	5	5	0	1.4469
3494	Q9Y512	SAMM50	2	469	51975.5	34	0.654154	34	31	0.0882353	1.44839
3495	P00338	LDHA	2	332	36688.3	24	0.65416	24	24	0	1.44846
3496	Q9NUL3	STAU2	2	570	62607.7	41	0.654872	41	39	0.0487805	1.45636
3497	Q01518	CAP1	2	475	51900.8	34	0.655096	34	32	0.0588235	1.45885
3498	Q6FI81	CIAPIN1	2	312	33581.9	22	0.655116	22	21	0.0454545	1.45907
3499	Q8IWX7	UNC45B	1	931	103732	68	0.655538	68	68	0	1.46376
3500	Q99615	DNAJC7	2	494	56440.2	37	0.655561	37	37	0	1.46401
3501	P13804	ETFA	2	333	35079.1	23	0.655662	23	23	0	1.46513
3502	P14618	PKM	2	531	57936.2	38	0.655894	38	36	0.0526316	1.46771
3503	O95757	HSPA4L	2	839	94511.3	62	0.656006	62	61	0.016129	1.46895
3504	P50991	CCT4	2	539	57923.4	38	0.656038	38	37	0.0263158	1.46931
3505	Q93096	PTP4A1	2	173	19814.9	13	0.656073	13	13	0	1.46969
3506	Q02790	FKBP4	2	459	51803.9	34	0.656321	34	31	0.0882353	1.47245
3507	O75380	NDUFS6	2	124	13711.5	9	0.656384	9	9	0	1.47314
3508	Q8WUK0	PTPMT1	2	201	22843.2	15	0.65665	15	14	0.0666667	1.4761
3509	Q9H361	PABPC3	2	631	70030	46	0.656861	46	44	0.0434783	1.47844
3510	Q9UL46	PSME2	2	239	27401.2	18	0.656904	18	19	-0.0555556	1.47893
3511	Q12841	FSTL1	2	308	34985.2	23	0.657422	23	23	0	1.48467
3512	P35998	PSMC2	2	433	48633.2	32	0.657987	32	31	0.03125	1.49094
3513	Q16762	TST	2	297	33428.5	22	0.658121	22	19	0.136364	1.49243
3514	P11413	G6PD	2	515	59256	39	0.658162	39	38	0.025641	1.49288
3515	Q96Q11	TRNT1	2	434	50126.8	33	0.65833	33	30	0.0909091	1.49476
3516	P60520	GABARAPL2	2	117	13666.7	9	0.658537	9	9	0	1.49705
3517	P42704	LRPPRC	2	1394	157903	104	0.658633	104	102	0.0192308	1.49812
3518	Q99426	TBCB	2	244	27325.2	18	0.658732	18	16	0.111111	1.49922
3519	P14649	MYL6B	2	208	22763.8	15	0.658942	15	14	0.0666667	1.50155
3520	P08133	ANXA6	2	673	75872.1	50	0.659004	50	49	0.02	1.50223
3521	P09417	QDPR	2	244	25789.2	17	0.659192	17	17	0	1.50432
3522	Q9H2U2	PPA2	2	334	37919.8	25	0.659287	25	25	0	1.50537
3523	O60437	PPL	2	1756	204743	135	0.659362	135	135	0	1.50621
3524	A6NNS2	DHRS7C	2	312	34877.6	23	0.65945	23	23	0	1.50719
3525	Q96K21	ZFYVE19	2	471	51545.5	34	0.659611	34	31	0.0882353	1.50897
3526	P12429	ANXA3	2	323	36374.7	24	0.6598	24	24	0	1.51107
3527	Q15102	PAFAH1B3	2	231	25733.8	17	0.66061	17	16	0.0588235	1.52006
3528	Q9UHA4	LAMTOR3	2	124	13622.5	9	0.66067	9	8	0.111111	1.52073
3529	Q92696	RABGGTA	2	567	65070.6	43	0.660821	43	42	0.0232558	1.5224
3530	P09488	GSTM1	2	218	25711.5	17	0.661184	17	18	-0.0588235	1.52643
3531	P46734	MAP2K3	2	347	39317.9	26	0.661276	26	24	0.0769231	1.52746
3532	O75489	NDUFS3	2	264	30241.1	20	0.661352	20	20	0	1.5283
3533	Q13619	CUL4A	2	759	87679	58	0.661504	58	56	0.0344828	1.52999
3534	Q9P016	THYN1	2	225	25697	17	0.661557	17	17	0	1.53058
3535	Q9Y508	RNF114	2	228	25694.1	17	0.661631	17	15	0.117647	1.5314
3536	Q13642	FHL1	2	323	36262.8	24	0.661835	24	24	0	1.53366
3537	P05165	PCCA	2	728	80057.9	53	0.662021	53	51	0.0377358	1.53573
3538	Q9H2W6	MRPL46	2	279	31704.6	21	0.662365	21	18	0.142857	1.53955
3539	P61758	VBP1	2	197	22625.6	15	0.662965	15	15	0	1.54621
3540	P35244	RPA3	2	121	13568.6	9	0.663297	9	8	0.111111	1.5499
3541	Q96GX9	APIP	2	242	27125	18	0.663595	18	18	0	1.5532
3542	Q9NRV9	HEBP1	2	189	21096.8	14	0.663606	14	13	0.0714286	1.55333
3543	Q13835	PKP1	2	747	82859.4	55	0.663775	55	55	0	1.5552
3544	Q96T51	RUFY1	2	708	79816.7	53	0.664022	53	54	-0.0188679	1.55794
3545	P03950	ANG	2	147	16549.9	11	0.664657	11	11	0	1.565
3546	Q9BZE1	MRPL37	2	423	48116.8	32	0.665049	32	32	0	1.56935
3547	Q03013	GSTM4	2	218	25561	17	0.665076	17	18	-0.0588235	1.56965
3548	P61626	LYZ	2	148	16536.8	11	0.665182	11	11	0	1.57082
3549	Q9NVG8	TBC1D13	2	400	46552.8	31	0.66591	31	30	0.0322581	1.57891
3550	P46459	NSF	2	744	82593.2	55	0.665914	55	51	0.0727273	1.57895
3551	Q5T6V5	QNG1	2	341	39028	26	0.666189	26	26	0	1.582
3552	O75223	GGCT	2	188	21007.5	14	0.666428	14	14	0	1.58466
3553	Q9NVH6	TMLHE	2	421	49516.8	33	0.666441	33	33	0	1.5848
3554	P61457	PCBD1	2	104	11999.4	8	0.6667	8	8	0	1.58767
3555	P50461	CSRP3	1	194	20968.8	14	0.667658	14	13	0.0714286	1.59831
3556	Q16527	CSRP2	1	193	20953.8	14	0.668137	14	13	0.0714286	1.60363
3557	P84074	HPCA	2	193	22427.1	15	0.668833	15	15	0	1.61136
3558	Q5U5X0	LYRM7	2	104	11954.7	8	0.669192	8	8	0	1.61534
3559	P12236	SLC25A6	2	298	32865.9	22	0.669388	22	22	0	1.61751
3560	P61106	RAB14	2	215	23896.6	16	0.669551	16	15	0.0625	1.61933
3561	O15144	ARPC2	2	300	34332.6	23	0.669917	23	22	0.0434783	1.62339
3562	Q96DB5	RMDN1	2	314	35807.4	24	0.670252	24	24	0	1.62711
3563	Q8WUY1	THEM6	2	208	23864.5	16	0.670452	16	16	0	1.62933
3564	P31948	STIP1	2	543	62638.4	42	0.670515	42	43	-0.0238095	1.63003
3565	Q9HBK9	AS3MT	2	375	41747.3	28	0.670701	28	28	0	1.6321
3566	Q969Q1	TRIM63	1	353	40247.1	27	0.670856	27	26	0.037037	1.63381
3567	E9PQ53	NDUFC2-KCTD14	2	114	13407.4	9	0.671272	9	9	0	1.63843
3568	Q13813	SPTAN1	1	2472	284534	191	0.671273	191	190	0.0052356	1.63844
3569	O60869	EDF1	2	148	16368.4	11	0.672025	11	12	-0.0909091	1.64679
3570	P37235	HPCAL1	2	193	22312.9	15	0.672257	15	15	0	1.64937
3571	P17661	DES	1	470	53534.9	36	0.672458	36	35	0.0277778	1.6516
3572	O95777	LSM8	2	96	10402.5	7	0.672915	7	7	0	1.65667
3573	O95816	BAG2	2	211	23771.5	16	0.673074	16	16	0	1.65844
3574	P50225	SULT1A1	2	295	34164.9	23	0.673206	23	21	0.0869565	1.6599
3575	Q9BVV7	TIMM21	2	248	28202.1	19	0.673708	19	19	0	1.66548
3576	P62244	RPS15A	2	130	14839.3	10	0.673884	10	11	-0.1	1.66743
3577	P23284	PPIB	2	216	23742.3	16	0.673901	16	16	0	1.66762
3578	Q15813	TBCE	2	527	59345.3	40	0.674021	40	37	0.075	1.66895
3579	O00231	PSMD11	2	422	47462.9	32	0.674211	32	32	0	1.67106
3580	O43399	TPD52L2	2	206	22237.4	15	0.674539	15	14	0.0666667	1.6747
3581	P29692	EEF1D	2	281	31121.3	21	0.674778	21	20	0.047619	1.67736
3582	Q9Y2R9	MRPS7	2	242	28133.6	19	0.675348	19	19	0	1.68369
3583	Q9BSD7	NTPCR	2	190	20712.9	14	0.675908	14	14	0	1.68991
3584	P40926	MDH2	2	338	35502.9	24	0.676002	24	24	0	1.69094
3585	Q9NVS2	MRPS18A	2	196	22183.7	15	0.676172	15	15	0	1.69283
3586	Q8N335	GPD1L	2	351	38418.3	26	0.67676	26	24	0.0769231	1.69936
3587	Q9BZF9	UACA	2	1416	162503	110	0.676911	110	108	0.0181818	1.70103
3588	P62269	RPS18	2	152	17718.4	12	0.677261	12	12	0	1.70492
3589	Q06830	PRDX1	2	199	22110.1	15	0.678424	15	14	0.0666667	1.71783
3590	Q5JTB6	PLAC9	2	97	10308.8	7	0.679035	7	7	0	1.72461
3591	P15090	FABP4	2	132	14718.8	10	0.679404	10	9	0.1	1.72871
3592	P09382	LGALS1	2	135	14715.6	10	0.679552	10	9	0.1	1.73036
3593	P06702	S100A9	2	114	13241.8	9	0.679665	9	8	0.111111	1.73161
3594	A0PJW6	TMEM223	2	202	22048.7	15	0.680313	15	11	0.266667	1.7388
3595	Q9NUQ6	SPATS2L	2	558	61728.2	42	0.680402	42	39	0.0714286	1.7398
3596	Q9NSD9	FARSB	2	589	66114.8	45	0.680635	45	45	0	1.74237
3597	O75828	CBR3	2	277	30849.8	21	0.680716	21	21	0	1.74328
3598	P22087	FBL	2	321	33784	23	0.680796	23	22	0.0434783	1.74417
3599	P99999	CYCS	2	105	11748.6	8	0.680929	8	8	0	1.74565
3600	Q07065	CKAP4	2	602	66021.3	45	0.681599	45	45	0	1.75308
3601	P02647	APOA1	2	267	30777.3	21	0.682322	21	21	0	1.7611
3602	O15273	TCAP	1	167	19051.3	13	0.682366	13	12	0.0769231	1.7616
3603	P07237	P4HB	2	508	57115.6	39	0.682826	39	39	0	1.7667
3604	Q15075	EEA1	2	1411	162463	111	0.683233	111	108	0.027027	1.77122
3605	P09669	COX6C	2	75	8781.33	6	0.683268	6	6	0	1.77161
3606	Q14192	FHL2	1	279	32192.7	22	0.683386	22	21	0.0454545	1.77292
3607	P14550	AKR1A1	2	325	36572.5	25	0.683574	25	23	0.08	1.77501
3608	O60825	PFKFB2	2	505	58476.1	40	0.68404	40	39	0.025	1.78018
3609	P63104	YWHAZ	2	245	27744.7	19	0.684815	19	19	0	1.78879
3610	P02042	HBD	2	147	16055.3	11	0.685132	11	11	0	1.79231
3611	Q9NZU5	LMCD1	2	365	40832.4	28	0.68573	28	28	0	1.79895
3612	Q9NQR4	NIT2	2	276	30607.5	21	0.686106	21	21	0	1.80311
3613	Q96MF6	COQ10A	2	247	27685.9	19	0.686271	19	19	0	1.80494
3614	O43809	NUDT21	2	227	26226.9	18	0.686318	18	15	0.166667	1.80547
3615	P14854	COX6B1	2	86	10192.3	7	0.686795	7	7	0	1.81077
3616	O43677	NDUFC1	2	76	8734.11	6	0.686961	6	6	0	1.81261
3617	Q9NUP9	LIN7C	2	197	21833.7	15	0.687011	15	15	0	1.81317
3618	Q00059	TFAM	2	246	29096.2	20	0.687375	20	20	0	1.8172
3619	Q96HS1	PGAM5	2	289	32003.9	22	0.687416	22	18	0.181818	1.81766
3620	P68871	HBB	2	147	15998.2	11	0.687576	11	11	0	1.81944
3621	P50990	CCT8	2	548	59619.9	41	0.68769	41	40	0.0243902	1.8207
3622	Q4G0N4	NADK2	2	442	49432.2	34	0.68781	34	34	0	1.82204
3623	Q9NX63	CHCHD3	2	227	26152	18	0.688284	18	18	0	1.8273
3624	Q6IQ22	RAB12	2	340	36314.8	25	0.688424	25	24	0.04	1.82885
3625	Q9UNE7	STUB1	1	303	34855.7	24	0.688554	24	24	0	1.83029
3626	O95861	BPNT1	2	308	33391.9	23	0.68879	23	23	0	1.83292
3627	P52758	RIDA	2	137	14493.5	10	0.689966	10	10	0	1.84597
3628	P00441	SOD1	2	154	15935.6	11	0.690278	11	11	0	1.84944
3629	Q5JXB2	UBE2NL	2	153	17376.7	12	0.690581	12	12	0	1.85279
3630	P63162	SNRPN	2	240	24613.8	17	0.690669	17	15	0.117647	1.85378
3631	Q9NYJ1	COA4	2	87	10133.9	7	0.690751	7	7	0	1.85468
3632	P14678	SNRPB	2	240	24609.9	17	0.69078	17	15	0.117647	1.85501
3633	P02649	APOE	2	317	36153.4	25	0.691497	25	25	0	1.86297
3634	O95210	STBD1	2	358	39006.7	27	0.692188	27	26	0.037037	1.87064
3635	P49458	SRP9	2	86	10111.6	7	0.692273	7	7	0	1.87158
3636	Q9UHB6	LIMA1	2	759	85224.4	59	0.69229	59	57	0.0338983	1.87177
3637	Q9Y617	PSAT1	2	370	40422.2	28	0.692688	28	27	0.0357143	1.87619
3638	Q8WW59	SPRYD4	2	207	23098.1	16	0.692697	16	16	0	1.87629
3639	Q8IWL3	HSCB	2	235	27421.8	19	0.692879	19	19	0	1.87831
3640	P00568	AK1	2	194	21634.6	15	0.693332	15	15	0	1.88334
3641	Q96PE7	MCEE	2	176	18748.6	13	0.693384	13	12	0.0769231	1.88391
3642	Q9BUK0	CHCHD7	2	85	10095.4	7	0.693387	7	7	0	1.88395
3643	Q15056	EIF4H	2	248	27384.7	19	0.693817	19	21	-0.105263	1.88872
3644	Q9Y281	CFL2	1	166	18736.4	13	0.693836	13	13	0	1.88894
3645	O14745	NHERF1	2	358	38867.9	27	0.694661	27	27	0	1.8981
3646	P53999	SUB1	2	127	14395.1	10	0.694679	10	10	0	1.89829
3647	P18206	VCL	1	1134	123797	86	0.694684	86	84	0.0232558	1.89834
3648	P21912	SDHB	2	280	31629.3	22	0.695557	22	22	0	1.90804
3649	Q9H0N5	PCBD2	2	130	14365.2	10	0.696126	10	10	0	1.91436
3650	P52272	HNRNPM	2	730	77515.1	54	0.696639	54	51	0.0555556	1.92005
3651	Q14011	CIRBP	2	172	18647.8	13	0.697133	13	13	0	1.92553
3652	Q9Y680	FKBP7	2	222	25794	18	0.697837	18	17	0.0555556	1.93335
3653	Q9NRX2	MRPL17	2	175	20049.8	14	0.69826	14	14	0	1.93804
3654	P28161	GSTM2	2	218	25744.3	18	0.699185	18	19	-0.0555556	1.94832
3655	P15531	NME1	2	152	17148.5	12	0.699768	12	11	0.0833333	1.95479
3656	O75964	ATP5MG	2	103	11428.3	8	0.700014	8	8	0	1.95752
3657	O14737	PDCD5	2	125	14284.8	10	0.700043	10	10	0	1.95784
3658	P14868	DARS1	2	501	57135.4	40	0.700091	40	39	0.025	1.95838
