accession	gene	tier	n_sites_total	n_sites_in_master	n_sites_with_mass	n_sites_count_only	n_modified_residue	n_lipidation	n_glycosylation	n_cross_link	n_disulfide_bond	sum_mass_delta_g_per_mol	mw_master	ptm_mass_delta_fraction_of_mw
Q9NPC6	MYOZ2	1	5	5	5	0	5	0	0	0	0	333.95	29897.4750	0.01116983959
Q9NPJ1	MKKS	2	0	0	0	0	0	0	0	0	0	0	62340.6350	0
Q9NPJ3	ACOT13	2	7	7	7	0	7	0	0	0	0	294.28	14960.3250	0.01967069566
Q9NPL8	TIMMDC1	2	1	1	1	0	1	0	0	0	0	79.98	32177.2500	0.002485607067
Q9NPY3	CD93	2	20	20	19	1	3	0	1	0	16	207.684	66450.7500	0.003125382332
Q9NQ38	SPINK5	2	32	32	32	0	0	0	0	0	32	-64.512	118460.8750	-0.0005445848682
Q9NQ50	MRPL40	2	0	0	0	0	0	0	0	0	0	0	19253.9250	0
Q9NQ66	PLCB1	2	11	11	11	0	10	1	0	0	0	1038.21	138565.0150	0.007492583896
Q9NQ88	TIGAR	2	1	1	1	0	1	0	0	0	0	42.04	30062.1950	0.001398434146
Q9NQ89	FERRY3	2	0	0	0	0	0	0	0	0	0	0	63799.5650	0
Q9NQC3	RTN4	2	17	17	17	0	17	0	0	0	0	1283.78	129929.4050	0.009880596313
Q9NQE9	HINT3	2	1	1	1	0	1	0	0	0	0	42.04	20229.8500	0.002078117238
Q9NQP4	PFDN4	2	2	2	2	0	2	0	0	0	0	122.02	15182.7900	0.008036731062
Q9NQR4	NIT2	2	5	5	5	0	5	0	0	0	0	422.23	30607.5250	0.01379497362
Q9NQT5	EXOSC3	2	2	2	2	0	1	0	0	1	0	24.02	29440.6550	0.0008158785869
Q9NQW7	XPNPEP1	2	1	1	1	0	1	0	0	0	0	42.04	69785.6250	0.0006024163286
Q9NQX3	GPHN	2	12	12	12	0	10	2	0	0	0	1276.62	79747.3050	0.01600831527
Q9NR09	BIRC6	2	10	10	10	0	10	0	0	0	0	799.8	530260.3400	0.001508315708
Q9NR12	PDLIM7	1	4	4	4	0	4	0	0	0	0	267.99	49844.0400	0.005376570599
Q9NR19	ACSS2	2	9	9	9	0	9	0	0	0	0	643.94	78578.6700	0.008194844733
Q9NR28	DIABLO	2	0	0	0	0	0	0	0	0	0	0	24610.4550	0
Q9NR31	SAR1A	2	1	1	1	0	1	0	0	0	0	79.98	22366.5150	0.003575881178
Q9NR45	NANS	2	5	5	5	0	5	0	0	0	0	248.14	40175.8750	0.00617634339
Q9NR46	SH3GLB2	2	3	3	3	0	3	0	0	0	0	202	43973.2300	0.004593703942
Q9NR50	EIF2B3	2	2	2	2	0	2	0	0	0	0	122.02	50239.6650	0.002428758233
Q9NR56	MBNL1	2	1	1	1	0	1	0	0	0	0	79.98	41816.6150	0.001912636879
Q9NR99	MXRA5	2	21	21	12	9	0	0	9	0	12	-24.192	309271.4150	-7.822255413e-05
Q9NRG1	PRTFDC1	2	1	1	1	0	1	0	0	0	0	42.04	25542.0350	0.001645914274
Q9NRG4	SMYD2	2	1	1	1	0	1	0	0	0	0	79.98	49687.4700	0.001609661349
Q9NRG7	SDR39U1	2	0	0	0	0	0	0	0	0	0	0	31076.2200	0
Q9NRH3	TUBG2	2	1	1	1	0	1	0	0	0	0	79.98	51090.9400	0.001565443893
Q9NRI5	DISC1	2	1	1	1	0	0	0	0	1	0	-18.02	93608.9350	-0.0001925029913
Q9NRK6	ABCB10	2	2	2	2	0	2	0	0	0	0	347.34	68332.9800	0.005083050673
Q9NRP2	CMC2	2	2	2	2	0	0	0	0	0	2	-4.032	9459.7600	-0.0004262264582
Q9NRS6	SNX15	2	3	3	3	0	3	0	0	0	0	173.99	38290.3750	0.004543961766
Q9NRV9	HEBP1	2	0	0	0	0	0	0	0	0	0	0	21096.8400	0
Q9NRW7	VPS45	2	2	2	2	0	2	0	0	0	0	159.96	65076.0350	0.002458047728
Q9NRX2	MRPL17	2	0	0	0	0	0	0	0	0	0	0	19249.8800	0
Q9NRX4	PHPT1	2	1	1	1	0	1	0	0	0	0	42.04	13701.1250	0.003068361175
Q9NRY5	FAM114A2	2	3	3	3	0	3	0	0	0	0	239.94	55467.4500	0.004325780255
Q9NRZ7	AGPAT3	2	0	0	0	0	0	0	0	0	0	0	43380.4150	0
Q9NS69	TOMM22	2	4	4	4	0	4	0	0	0	0	281.98	15390.1600	0.01832209672
Q9NS86	LANCL2	2	2	2	2	0	1	1	0	0	0	290.34	50722.4500	0.005724092586
Q9NSB8	HOMER2	2	0	0	0	0	0	0	0	0	0	0	40626.6850	0
Q9NSC7	ST6GALNAC1	2	7	7	2	5	0	0	5	0	2	-4.032	68563.2150	-5.880704398e-05
Q9NSD9	FARSB	2	0	0	0	0	0	0	0	0	0	0	66114.7700	0
Q9NSE4	IARS2	2	14	14	14	0	14	0	0	0	0	994.77	108736.0650	0.009148482612
Q9NSI8	SAMSN1	2	7	7	7	0	7	0	0	0	0	559.86	41707.5500	0.01342346889
Q9NT99	LRRC4B	2	11	11	2	9	1	0	9	0	1	77.964	72636.3450	0.001073346959
Q9NTG7	SIRT3	2	1	1	1	0	1	0	0	0	0	100.07	43572.5300	0.002296630469
Q9NTI5	PDS5B	2	21	21	21	0	21	0	0	0	0	1641.64	164664.8000	0.0099695867
Q9NTJ4	MAN2C1	2	0	0	0	0	0	0	0	0	0	0	115833.3550	0
Q9NTJ5	SACM1L	2	1	1	1	0	1	0	0	0	0	42.04	66965.8900	0.0006277822933
Q9NTK5	OLA1	2	1	1	1	0	1	0	0	0	0	42.04	44742.9850	0.0009395886305
Q9NTM9	CUTC	2	0	0	0	0	0	0	0	0	0	0	29340.6600	0
Q9NTX5	ECHDC1	2	6	6	6	0	6	0	0	0	0	368.3	33697.5900	0.01092956499
Q9NTZ6	RBM12	2	6	6	6	0	6	0	0	0	0	479.88	97394.4950	0.004927177866
Q9NUB1	ACSS1	2	2	2	2	0	2	0	0	0	0	84.08	71130.3950	0.001182054451
Q9NUI1	DECR2	2	4	4	4	0	4	0	0	0	0	206.1	30645.9400	0.00672519753
Q9NUJ1	ABHD10	2	0	0	0	0	0	0	0	0	0	0	28203.2050	0
Q9NUL3	STAU2	2	8	8	8	0	8	0	0	0	0	639.84	62607.6950	0.01021983001
Q9NUL5	SHFL	2	1	1	1	0	1	0	0	0	0	42.04	32978.5650	0.001274767413
Q9NUP9	LIN7C	2	1	1	1	0	1	0	0	0	0	42.04	21702.5050	0.001937103574
Q9NUQ6	SPATS2L	2	3	3	3	0	3	0	0	0	0	202	61596.9900	0.003279381022
Q9NUQ7	UFSP2	2	1	1	1	0	1	0	0	0	0	42.04	53260.4900	0.0007893280742
Q9NUQ9	CYRIB	2	2	2	2	0	0	1	0	1	0	192.34	36616.3100	0.005252850437
Q9NUU7	DDX19A	2	4	4	4	0	2	0	0	2	0	85.98	53843.0900	0.00159686229
Q9NVA1	UQCC1	2	0	0	0	0	0	0	0	0	0	0	34599.6800	0
Q9NVD7	PARVA	1	6	6	6	0	6	0	0	0	0	441.94	42111.9200	0.01049441583
Q9NVE7	PANK4	2	5	5	5	0	5	0	0	0	0	326.98	85858.4850	0.003808359768
Q9NVG8	TBC1D13	2	0	0	0	0	0	0	0	0	0	0	46552.8250	0
Q9NVH1	DNAJC11	2	2	2	2	0	2	0	0	0	0	122.02	63145.9650	0.00193234833
Q9NVH6	TMLHE	2	2	2	2	0	2	0	0	0	0	84.08	47555.6050	0.001768035545
Q9NVI7	ATAD3A	2	3	3	3	0	3	0	0	0	0	164.06	66085.9500	0.002482524652
Q9NVJ2	ARL8B	2	2	2	2	0	1	0	0	1	0	24.02	21538.6950	0.001115202198
Q9NVM4	PRMT7	2	1	1	1	0	1	0	0	0	0	14.03	78458.0950	0.0001788215735
Q9NVP1	DDX18	2	0	0	0	0	0	0	0	0	0	0	75405.8650	0
Q9NVS2	MRPS18A	2	0	0	0	0	0	0	0	0	0	0	18779.6750	0
Q9NVS9	PNPO	2	2	2	2	0	2	0	0	0	0	159.96	29987.6100	0.005334203026
Q9NVT9	ARMC1	2	6	6	6	0	6	0	0	0	0	441.94	31280.1650	0.0141284421
Q9NVV0	TMEM38B	2	1	1	1	0	1	0	0	0	0	79.98	32509.3500	0.002460215292
Q9NVV4	MTPAP	2	1	1	1	0	1	0	0	0	0	42.04	62143.8500	0.0006764949388
Q9NW15	ANO10	2	0	0	0	0	0	0	0	0	0	0	76328.2550	0
Q9NWB6	ARGLU1	2	6	6	6	0	6	0	0	0	0	479.88	33215.8500	0.01444731958
Q9NWH9	SLTM	2	30	30	30	0	26	0	0	4	0	1827.63	117015.6100	0.0156186854
Q9NWU1	OXSM	2	5	5	5	0	5	0	0	0	0	384.29	45702.5350	0.00840850513
Q9NWU2	GID8	2	0	0	0	0	0	0	0	0	0	0	26748.1150	0
Q9NWU5	MRPL22	2	0	0	0	0	0	0	0	0	0	0	19428.4350	0
Q9NWV4	CZIB	2	1	1	1	0	1	0	0	0	0	79.98	18048.2450	0.004431455801
Q9NX14	NDUFB11	2	0	0	0	0	0	0	0	0	0	0	14309.8550	0
Q9NX18	SDHAF2	2	0	0	0	0	0	0	0	0	0	0	16567.5400	0
Q9NX20	MRPL16	2	0	0	0	0	0	0	0	0	0	0	25347.2450	0
Q9NX40	OCIAD1	2	4	4	4	0	4	0	0	0	0	319.92	27625.7700	0.01158049169
Q9NX46	ADPRS	2	1	1	1	0	1	0	0	0	0	79.98	38946.1400	0.002053605312
Q9NX55	HYPK	2	1	1	1	0	1	0	0	0	0	79.98	13651.0700	0.005858881392
Q9NX62	BPNT2	2	2	2	1	1	1	0	1	0	0	42.04	38680.9600	0.001086839623
Q9NX63	CHCHD3	2	9	9	9	0	6	1	0	0	2	648.268	26020.8050	0.02491344907
Q9NXA8	SIRT5	2	0	0	0	0	0	0	0	0	0	0	29817.5750	0
Q9NXC5	MIOS	2	2	2	2	0	2	0	0	0	0	159.96	98583.0900	0.001622590649
Q9NXE4	SMPD4	2	4	4	4	0	4	0	0	0	0	319.92	97808.1650	0.003270892568
Q9NXG2	THUMPD1	2	6	6	6	0	6	0	0	0	0	441.94	39183.8050	0.01127863922
Q9NXJ5	PGPEP1	2	0	0	0	0	0	0	0	0	0	0	23138.0900	0
Q9NXW2	DNAJB12	2	2	2	2	0	2	0	0	0	0	56.07	41859.1400	0.001339492402
Q9NY12	GAR1	2	1	1	1	0	0	0	0	1	0	-18.02	22347.8700	-0.000806340828
Q9NY33	DPP3	2	1	1	1	0	1	0	0	0	0	42.04	82456.6950	0.000509843379
Q9NY65	TUBA8	2	0	0	0	0	0	0	0	0	0	0	50092.9200	0
Q9NY72	SCN3B	1	6	6	2	4	0	0	4	0	2	-4.032	22179.9500	-0.000181785802
Q9NYF8	BCLAF1	2	79	79	79	0	54	0	0	25	0	3533.77	106120.5650	0.0332995777
Q9NYJ1	COA4	2	2	2	2	0	0	0	0	0	2	-4.032	10133.9000	-0.0003978724874
Q9NYK5	MRPL39	2	1	1	1	0	1	0	0	0	0	42.04	38711.2750	0.001085988514
Q9NYL2	MAP3K20	2	30	30	30	0	30	0	0	0	0	2361.46	91022.4900	0.02594369809
Q9NYL9	TMOD3	1	1	1	1	0	1	0	0	0	0	79.98	39594.2550	0.002019990021
Q9NYU2	UGGT1	2	3	3	1	2	1	0	2	0	0	79.98	173029.9000	0.00046223225
Q9NZ01	TECR	2	3	3	3	0	3	0	0	0	0	164.06	36033.8450	0.004552941825
Q9NZ08	ERAP1	2	7	7	2	5	0	0	5	0	2	-4.032	107233.1600	-3.760030946e-05
Q9NZ32	ACTR10	2	0	0	0	0	0	0	0	0	0	0	46306.4200	0
Q9NZ45	CISD1	2	13	13	13	0	4	0	0	9	0	5.98	12067.7100	0.0004955372643
Q9NZA1	CLIC5	2	0	0	0	0	0	0	0	0	0	0	46501.9950	0
Q9NZB2	FAM120A	2	12	12	12	0	12	0	0	0	0	592.07	121885.9050	0.004857575615
Q9NZC3	GDE1	2	2	2	0	2	0	0	2	0	0	0	37717.8200	0
Q9NZD2	GLTP	2	1	1	1	0	1	0	0	0	0	42.04	23718.2850	0.001772472167
Q9NZD4	AHSP	2	0	0	0	0	0	0	0	0	0	0	11840.2250	0
Q9NZH6	IL37	2	0	0	0	0	0	0	0	0	0	0	19299.8900	0
Q9NZH8	IL36G	2	0	0	0	0	0	0	0	0	0	0	17031.2750	0
Q9NZI8	IGF2BP1	2	4	4	4	0	4	0	0	0	0	319.92	63479.6900	0.005039722154
Q9NZJ4	SACS	2	7	7	7	0	7	0	0	0	0	521.92	521118.5000	0.001001538038
Q9NZJ6	COQ3	2	3	3	3	0	3	0	0	0	0	126.12	31317.2650	0.004027171594
Q9NZL4	HSPBP1	2	2	2	2	0	2	0	0	0	0	159.96	39302.2000	0.00407000117
Q9NZL9	MAT2B	2	1	1	1	0	1	0	0	0	0	79.98	37420.0700	0.002137355702
Q9NZM1	MYOF	2	6	6	6	0	6	0	0	0	0	366.06	234705.5900	0.001559656078
Q9NZM3	ITSN2	2	9	9	9	0	9	0	0	0	0	719.82	193458.5000	0.003720798001
Q9NZN5	ARHGEF12	2	12	12	12	0	12	0	0	0	0	921.82	173098.3800	0.005325410902
Q9NZQ9	TMOD4	1	0	0	0	0	0	0	0	0	0	0	39334.8900	0
Q9NZR1	TMOD2	1	1	1	1	0	1	0	0	0	0	79.98	39594.5400	0.002019975481
Q9NZT1	CALML5	2	1	1	1	0	1	0	0	0	0	42.04	15761.0500	0.002667334981
Q9NZT2	OGFR	2	14	14	14	0	14	0	0	0	0	1081.78	73323.6700	0.01475348956
Q9NZU5	LMCD1	2	1	1	1	0	1	0	0	0	0	79.98	40832.3800	0.001958739608
Q9P003	CNIH4	2	0	0	0	0	0	0	0	0	0	0	16093.1400	0
Q9P016	THYN1	2	0	0	0	0	0	0	0	0	0	0	25696.9500	0
Q9P032	NDUFAF4	2	2	2	2	0	1	1	0	0	0	290.34	20134.9950	0.01441967083
Q9P035	HACD3	2	4	4	4	0	4	0	0	0	0	281.98	43158.9250	0.006533526959
Q9P0I2	EMC3	2	0	0	0	0	0	0	0	0	0	0	29820.3450	0
Q9P0J0	NDUFA13	2	1	1	1	0	1	0	0	0	0	42.04	16566.8500	0.002537597672
Q9P0K7	RAI14	2	22	22	22	0	22	0	0	0	0	1721.62	110039.5050	0.01564547205
Q9P0L0	VAPA	2	8	8	7	1	7	0	0	0	1	483.98	27761.7250	0.01743335474
Q9P0M6	MACROH2A2	2	3	3	1	2	2	0	0	1	0	-18.02	40057.6850	-0.0004498512583
Q9P0P8	MTRES1	2	2	2	2	0	2	0	0	0	0	159.96	18352.6450	0.008715909887
Q9P0S9	TMEM14C	2	0	0	0	0	0	0	0	0	0	0	11564.4250	0
Q9P121	NTM	2	11	11	3	8	0	1	7	0	3	-6.048	31737.3150	-0.0001905643247
Q9P1Z2	CALCOCO1	2	1	1	1	0	1	0	0	0	0	79.98	77334.9800	0.001034202117
Q9P258	RCC2	2	13	13	13	0	13	0	0	0	0	887.98	56083.8850	0.01583306863
Q9P265	DIP2B	2	13	13	13	0	13	0	0	0	0	1039.74	171489.2350	0.00606300448
Q9P270	SLAIN2	2	24	24	24	0	24	0	0	0	0	1749.68	62542.4100	0.02797589668
Q9P289	STK26	2	10	10	10	0	10	0	0	0	0	761.86	46396.9300	0.01642048299
Q9P291	ARMCX1	2	0	0	0	0	0	0	0	0	0	0	49179.8900	0
Q9P2B2	PTGFRN	2	16	16	7	9	1	0	9	0	6	67.884	95837.6550	0.0007083228403
Q9P2B4	CTTNBP2NL	2	12	12	12	0	12	0	0	0	0	959.76	70156.9300	0.01368018812
Q9P2E3	ZNFX1	2	0	0	0	0	0	0	0	0	0	0	220223.7050	0
Q9P2E9	RRBP1	2	18	18	18	0	16	0	0	2	0	1205.7	152454.0350	0.007908613242
Q9P2F8	SIPA1L2	2	12	12	12	0	12	0	0	0	0	959.76	190434.8050	0.005039835024
Q9P2J5	LARS1	2	4	4	4	0	4	0	0	0	0	244.04	134464.4650	0.001814903291
Q9P2K3	RCOR3	2	8	8	8	0	5	0	0	3	0	241.98	55580.5100	0.004353684412
Q9P2K5	MYEF2	2	5	5	5	0	4	0	0	1	0	235.95	64121.1450	0.003679753379
Q9P2R3	ANKFY1	2	2	2	2	0	2	0	0	0	0	122.02	128265.9050	0.0009513050253
Q9P2R7	SUCLA2	2	11	11	11	0	11	0	0	0	0	634.29	44584.2100	0.01422678567
Q9P2T1	GMPR2	2	1	1	1	0	1	0	0	0	0	42.04	37873.9950	0.00110999645
Q9UBB4	ATXN10	2	5	5	5	0	5	0	0	0	0	333.95	53487.9200	0.006243465814
Q9UBB5	MBD2	2	2	2	2	0	2	0	0	0	0	159.96	43254.0800	0.003698148244
Q9UBC2	EPS15L1	2	25	25	25	0	25	0	0	0	0	1961.56	94122.2400	0.02084055798
Q9UBE0	SAE1	2	4	4	4	0	4	0	0	0	0	206.1	38449.4150	0.005360289617
Q9UBF8	PI4KB	2	14	14	14	0	14	0	0	0	0	1081.78	91246.2700	0.01185560791
Q9UBF9	MYOT	1	1	1	1	0	1	0	0	0	0	14.03	55394.2350	0.0002532754537
Q9UBG3	CRNN	2	0	0	0	0	0	0	0	0	0	0	53532.3900	0
Q9UBI1	COMMD3	2	0	0	0	0	0	0	0	0	0	0	22150.7000	0
Q9UBI6	GNG12	2	6	6	6	0	5	1	0	0	0	568.49	7535.4250	0.07544232741
Q9UBQ0	VPS29	2	1	1	1	0	1	0	0	0	0	42.04	20505.4450	0.002050187158
Q9UBQ5	EIF3K	2	3	3	3	0	3	0	0	0	0	202	24928.0600	0.008103318108
Q9UBQ7	GRHPR	2	3	3	3	0	3	0	0	0	0	239.94	35667.7450	0.006727086335
Q9UBR2	CTSZ	2	8	7	5	2	0	0	2	0	6	-10.08	27148.7950	-0.0003712871971
Q9UBS4	DNAJB11	2	2	2	1	1	1	0	1	0	0	79.98	38166.5950	0.002095549786
Q9UBS8	RNF14	2	1	1	1	0	1	0	0	0	0	79.98	53836.7550	0.001485602169
Q9UBT2	UBA2	2	21	21	21	0	5	0	0	16	0	35.7	71222.6050	0.000501245356
Q9UBU9	NXF1	2	5	5	5	0	5	0	0	0	0	209.1	70050.0750	0.002985007511
Q9UBW8	COPS7A	2	1	1	1	0	1	0	0	0	0	42.04	30144.9050	0.001394597196
Q9UBX5	FBLN5	2	19	19	17	2	0	0	2	0	17	-34.272	47819.1700	-0.000716700018
Q9UBY9	HSPB7	2	0	0	0	0	0	0	0	0	0	0	18610.2150	0
Q9UDR5	AASS	2	25	25	25	0	25	0	0	0	0	1689.33	99268.9700	0.01701770453
Q9UDW1	UQCR10	2	0	0	0	0	0	0	0	0	0	0	7177.1750	0
Q9UDX5	MTFP1	2	1	1	1	0	1	0	0	0	0	100.07	18009.4750	0.005556519554
Q9UDY2	TJP2	2	41	41	41	0	41	0	0	0	0	3279.18	133956.0150	0.02447952785
Q9UDY4	DNAJB4	1	2	2	2	0	2	0	0	0	0	159.96	37675.1850	0.004245765482
Q9UEW8	STK39	2	9	9	9	0	9	0	0	0	0	681.88	59473.1500	0.01146534192
Q9UEY8	ADD3	2	16	16	16	0	15	0	0	1	0	1143.74	79022.3400	0.0144736286
Q9UFN0	NIPSNAP3A	2	2	2	2	0	2	0	0	0	0	84.08	28466.1900	0.002953679435
Q9UG56	PISD	2	1	1	1	0	1	0	0	0	0	-17.03	40877.3400	-0.0004166122355
Q9UG63	ABCF2	2	3	3	3	0	3	0	0	0	0	202	71289.2700	0.002833525999
Q9UGI6	KCNN3	1	1	1	1	0	1	0	0	0	0	79.98	81383.7700	0.0009827512291
Q9UGI8	TES	2	0	0	0	0	0	0	0	0	0	0	47996.0500	0
Q9UGI9	PRKAG3	2	0	0	0	0	0	0	0	0	0	0	54257.2200	0
Q9UGJ0	PRKAG2	2	10	10	10	0	10	0	0	0	0	799.8	63065.2600	0.01268210105
Q9UGM3	DMBT1	2	61	61	47	14	0	0	14	0	47	-94.752	258656.5450	-0.0003663236127
Q9UGM6	WARS2	2	0	0	0	0	0	0	0	0	0	0	37917.3150	0
Q9UGP8	SEC63	2	3	3	3	0	3	0	0	0	0	239.94	87995.6550	0.002726725541
Q9UGV2	NDRG3	2	13	13	13	0	13	0	0	0	0	1001.8	41408.1200	0.02419332247
Q9UH62	ARMCX3	2	4	4	4	0	4	0	0	0	0	319.92	42500.0500	0.007527520556
Q9UH90	FBXO40	2	0	0	0	0	0	0	0	0	0	0	79780.9800	0
Q9UH92	MLX	2	6	6	6	0	6	0	0	0	0	479.88	33299.6750	0.01441095146
Q9UH99	SUN2	2	11	11	9	2	8	0	1	0	2	637.824	80309.3800	0.007942085968
Q9UHA4	LAMTOR3	2	0	0	0	0	0	0	0	0	0	0	13622.5350	0
Q9UHB6	LIMA1	2	31	31	31	0	31	0	0	0	0	2385.65	85224.3600	0.02799258334
Q9UHB9	SRP68	2	3	3	3	0	3	0	0	0	0	202	70728.6000	0.002855987535
Q9UHG3	PCYOX1	2	3	3	0	3	0	0	3	0	0	0	53851.0050	0
Q9UHL4	DPP7	2	6	6	0	6	0	0	6	0	0	0	51783.5100	0
Q9UHP3	USP25	2	4	4	4	0	2	0	0	2	0	123.92	122215.8900	0.001013943441
Q9UHP9	SMPX	1	0	0	0	0	0	0	0	0	0	0	9558.9250	0
Q9UHQ4	BCAP29	2	0	0	0	0	0	0	0	0	0	0	28319.6500	0
Q9UHQ9	CYB5R1	2	0	0	0	0	0	0	0	0	0	0	34094.3800	0
Q9UHV9	PFDN2	2	0	0	0	0	0	0	0	0	0	0	16647.6250	0
Q9UHX1	PUF60	2	12	12	12	0	6	0	0	6	0	295.88	59874.5700	0.004941663882
Q9UHY7	ENOPH1	2	0	0	0	0	0	0	0	0	0	0	28932.2500	0
Q9UI09	NDUFA12	2	1	1	1	0	1	0	0	0	0	42.04	17114.2600	0.00245643107
Q9UI12	ATP6V1H	2	1	1	1	0	1	0	0	0	0	79.98	55882.2300	0.001431224201
Q9UI42	CPA4	2	2	2	1	1	0	0	1	0	1	-2.016	34523.2950	-5.839535305e-05
Q9UI47	CTNNA3	2	5	5	5	0	5	0	0	0	0	399.9	99807.1200	0.004006728177
Q9UIA9	XPO7	2	2	2	2	0	2	0	0	0	0	122.02	123774.1650	0.0009858276968
Q9UIC8	LCMT1	2	0	0	0	0	0	0	0	0	0	0	38378.5850	0
Q9UII2	ATP5IF1	2	3	3	3	0	3	0	0	0	0	260.03	9516.4000	0.02732440839
Q9UIQ6	LNPEP	2	21	21	4	17	4	0	17	0	0	281.98	117347.3400	0.002402951784
Q9UIV8	SERPINB13	2	0	0	0	0	0	0	0	0	0	0	44275.4900	0
Q9UIW2	PLXNA1	2	17	17	10	7	0	0	7	0	10	-20.16	208157.3650	-9.684980399e-05
Q9UJ14	GGT7	2	14	14	4	10	4	0	10	0	0	319.92	70465.6250	0.004540086035
Q9UJ68	MSRA	2	5	4	4	0	2	1	0	0	2	138.078	23495.9850	0.005876663609
Q9UJ70	NAGK	2	3	3	3	0	3	0	0	0	0	202	37243.9200	0.005423704057
Q9UJC3	HOOK1	2	5	5	5	0	5	0	0	0	0	361.96	84646.4750	0.004276137902
Q9UJP4	KLHL21	2	0	0	0	0	0	0	0	0	0	0	66616.4000	0
Q9UJS0	SLC25A13	2	9	9	9	0	9	0	0	0	0	504.35	74043.4050	0.006811545201
Q9UJU6	DBNL	2	16	16	16	0	16	0	0	0	0	1203.8	48206.6050	0.02497168179
Q9UJW0	DCTN4	1	4	4	4	0	3	0	0	1	0	183.98	52205.2100	0.003524169331
Q9UJY1	HSPB8	2	5	5	5	0	5	0	0	0	0	296.04	21604.0850	0.01370296405
Q9UJZ1	STOML2	2	7	6	6	0	7	0	0	0	0	424.09	35688.0850	0.01188323778
Q9UK41	VPS28	2	1	1	1	0	1	0	0	0	0	42.04	25424.8000	0.001653503666
Q9UK45	LSM7	2	1	1	1	0	1	0	0	0	0	42.04	11471.0250	0.003664886093
Q9UK76	JPT1	2	12	12	12	0	12	0	0	0	0	845.94	16014.3350	0.05282392307
Q9UK99	FBXO3	2	0	0	0	0	0	0	0	0	0	0	54559.7900	0
Q9UKA9	PTBP2	2	4	4	4	0	4	0	0	0	0	281.98	57489.9200	0.004904859843
Q9UKF6	CPSF3	2	6	6	6	0	3	0	0	3	0	147.94	77353.7300	0.001912512816
Q9UKG1	APPL1	2	5	5	5	0	5	0	0	0	0	399.9	79662.2400	0.005019944204
Q9UKK3	PARP4	2	6	6	6	0	6	0	0	0	0	427.95	192591.7350	0.002222057971
Q9UKK9	NUDT5	2	8	8	8	0	7	0	0	1	0	428.02	24327.3300	0.01759420372
Q9UKL0	RCOR1	2	6	6	6	0	3	0	0	3	0	185.88	53326.6500	0.0034856868
Q9UKM9	RALY	2	20	20	20	0	13	0	0	7	0	799.78	32331.5900	0.02473679766
Q9UKP3	ITGB1BP2	1	0	0	0	0	0	0	0	0	0	0	38381.7000	0
Q9UKQ9	KLK9	2	9	9	6	3	0	0	3	0	6	-12.096	26014.3200	-0.0004649746755
Q9UKS6	PACSIN3	2	7	7	7	0	7	0	0	0	0	559.86	48485.9850	0.01154684183
Q9UKU7	ACAD8	2	4	4	4	0	4	0	0	0	0	284.22	42681.3200	0.006659119259
Q9UKV3	ACIN1	2	61	61	61	0	50	0	0	11	0	3636.08	151859.1300	0.02394376947
Q9UKV8	AGO2	2	7	7	7	0	7	0	0	0	0	460.9	97206.8100	0.004741437354
Q9UKW4	VAV3	2	1	1	1	0	1	0	0	0	0	79.98	97774.6400	0.0008180035232
Q9UKX2	MYH2	1	37	37	37	0	37	0	0	0	0	2856.42	223041.1500	0.01280669509
Q9UKX3	MYH13	1	1	1	1	0	1	0	0	0	0	43.09	223601.3850	0.0001927090031
Q9UKY7	CDV3	2	9	9	9	0	9	0	0	0	0	681.88	27203.3200	0.02506605811
Q9UL25	RAB21	2	4	4	4	0	2	2	0	0	0	601.03	23984.9000	0.02505868275
Q9UL46	PSME2	2	2	2	2	0	2	0	0	0	0	122.02	27270.0550	0.004474505094
Q9ULA0	DNPEP	2	2	2	2	0	2	0	0	0	0	122.02	53409.6300	0.002284606727
Q9ULC3	RAB23	2	4	4	4	0	3	1	0	0	0	446.47	26361.6050	0.01693637394
Q9ULC4	MCTS1	2	2	2	2	0	2	0	0	0	0	159.96	20555.0400	0.00778203302
Q9ULD2	MTUS1	2	13	13	13	0	13	0	0	0	0	1039.74	141394.9050	0.007353447424
Q9ULH0	KIDINS220	2	20	20	20	0	20	0	0	0	0	1599.6	196539.2200	0.008138833562
Q9ULJ7	ANKRD50	2	4	4	4	0	4	0	0	0	0	319.92	155856.6800	0.002052655042
Q9ULQ0	STRIP2	2	3	3	3	0	3	0	0	0	0	239.94	95358.0750	0.002516200123
Q9ULT8	HECTD1	2	8	8	8	0	8	0	0	0	0	639.84	289364.1550	0.002211193021
Q9ULV4	CORO1C	1	1	1	1	0	1	0	0	0	0	42.04	53248.3350	0.0007895082541
Q9ULX7	CA14	2	3	3	2	1	1	0	1	0	1	77.964	35952.8450	0.00216850711
Q9ULZ3	PYCARD	2	3	3	3	0	1	0	0	2	0	43.94	21626.4100	0.002031775038
Q9UM00	TMCO1	2	2	2	2	0	2	0	0	0	0	159.96	27078.7200	0.005907221612
Q9UM22	EPDR1	2	5	5	3	2	0	0	2	0	3	-6.048	21732.2800	-0.0002782956965
Q9UMR2	DDX19B	2	1	1	1	0	1	0	0	0	0	42.04	53794.9150	0.000781486503
Q9UMS0	NFU1	2	0	0	0	0	0	0	0	0	0	0	27461.0000	0
Q9UMS4	PRPF19	2	5	5	5	0	5	0	0	0	0	210.2	55048.6900	0.003818437823
