# GENERATED by mass_fractions_pools.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-19T07:18:36Z
# category    = blood
# pool erythrocytes: bryk_2017 file.1 data/literature/bryk_2017/pr7b00025_si_002.xlsx sha256 de865512e5f0478dc6ba2e17258013fa7084a74144fdf1c07bd0e9174daf6400; sheet 'Table S3', header row 3; Bryk AH, Wiśniewski JR. Quantitative analysis of human red blood cell proteome. J Proteome Res 2017;16(8):2752-2761.  [author list verified 2026-09-18 from the article PDF on disk]
# pool plasma: geyer_2016 file.1 data/literature/geyer_2016/1-s2.0-S2405471216300722-mmc3.xlsx sha256 ccffa0e715fa41a3c839842830bcdea45e068004b6b9e1096133c38a6d0921d2; sheet 'Supplementary Table S2', header row 1; Geyer PE, Kulak NA, Pichler G, Holdt LM, Teupser D, Mann M. Plasma proteome profiling to assess human health and disease. Cell Syst 2016;2(3):185-195.  [author list verified 2026-09-18 from the article PDF on disk]
# accessions  = config/blood/accessions.ini sha256 ca1780b8054f3bd0c63af53ab3bf3232e35cca24e13302444f0e92a8639fb271
# composition = outputs/blood/intermediate/composition/amino_acid_composition_per_protein.tsv sha256 5fa362bcf0b6766e6d694840c9c21f80e8d5c70b324748fd239b4caa786cd439
# rules       = B0 (hash), D105 (published mass share, no MW step), D108 (mean of replicates), D47 (summed rows), D48 (shared rows), D53a, D31 (within pool), B5 (low/high), A7, D113 (immunoglobulin bound)
# v = the entry's published mass share (mass_share, D105), summed over its rows (D47) plus its split of shared rows (D48); as a fraction of the listing (not renormalised).
# sd / n: share_columns -> sd over the replicates of v (the replicate sums, D53a), n = replicates; replicate_columns (log10 runs) -> sd of 10^run in linear space, n = runs present.
# w_<pool> = v / sum over the pool's entries (D31 within pool: the listing renormalised after the contaminant rule removed its rows); _low/_high = (v -/+ sd) over the same denominator, _high plus the whole of every shared row (B5, D48).
# v_<pool>_rep<k> = the entry's share in replicate k (the per-donor sensitivity's input); cv_percent_published = the dataset's own CV column, carried for the first row of the entry.
# match_rule: single | summed:n | shared_split | none (no dataset row, or every row zero-weighted; w = 0).
accession	gene	tier	mw_master	match_rule_erythrocytes	n_rows_erythrocytes	rows_erythrocytes	v_erythrocytes	sd_erythrocytes	n_erythrocytes	published_share_erythrocytes	shared_row_value_erythrocytes	w_erythrocytes	w_erythrocytes_low	w_erythrocytes_high	v_erythrocytes_rep1	v_erythrocytes_rep2	v_erythrocytes_rep3	v_erythrocytes_rep4	match_rule_plasma	n_rows_plasma	rows_plasma	v_plasma	sd_plasma	n_plasma	published_share_plasma	shared_row_value_plasma	w_plasma	w_plasma_low	w_plasma_high	cv_percent_published_plasma
Q9BXS5	AP1M1	erythrocytes	48455.1150	single	1	153	1.327012792e-05	2.103367572e-05	4	1.327012792e-05	0	1.338474807e-05	0	3.460010125e-05	4.479475541e-05	3.337803721e-06	3.390371333e-06	1.557581218e-06												
Q9BXS6	NUSAP1	erythrocytes	49451.1200	single	1	1513	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BXT6	MOV10L1	erythrocytes	135291.4700	single	1	1373	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BY32	ITPA	erythrocytes	21314.2000	single	1	1150	3.123703054e-06	2.080965656e-06	4	3.123703054e-06	0	3.150683903e-06	1.051743997e-06	5.249623809e-06	1.720675614e-06	3.946940069e-06	5.66936538e-06	1.157831154e-06												
Q9BY43	CHMP4A	erythrocytes	25097.8650	single	1	450	4.225975193e-05	4.649273362e-05	4	4.225975193e-05	0	4.26247687e-05	0	8.951908128e-05	0.0001119864813	2.023173399e-05	1.862126573e-05	1.819952668e-05												
Q9BYN0	SRXN1	erythrocytes	14258.9200	single	1	2219	1.182116065e-05	7.868562465e-06	4	1.182116065e-05	0	1.192326541e-05	3.986738577e-06	1.985979224e-05	2.332008946e-05	5.547981757e-06	8.703083955e-06	9.713487424e-06												
Q9BYX7	POTEKP	erythrocytes	42015.6800	single	1	1667	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BZ23	PANK2	erythrocytes	59134.6200	single	1	1548	1.016757922e-06	1.255392928e-06	4	1.016757922e-06	0	1.025540124e-06	0	2.291776454e-06	3.274834255e-07	0	9.306615443e-07	2.808886719e-06												
Q9BZE9	ASPSCR1	erythrocytes	60050.9450	single	1	222	1.682576622e-05	5.507940484e-06	4	1.682576622e-05	0	1.697109804e-05	1.141558296e-05	2.252661312e-05	1.863442342e-05	1.068477187e-05	1.448390862e-05	2.349996097e-05												
Q9BZF1	OSBPL8	erythrocytes	101194.0900	single	1	1528	5.020642158e-06	3.983886632e-06	4	5.020642158e-06	0	5.064007735e-06	1.045710456e-06	9.082305015e-06	1.041961394e-05	5.301615486e-06	3.242584756e-06	1.11875445e-06												
Q9BZI7	UPF3B	erythrocytes	57761.3500	single	1	2485	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BZP3	LINC00470	erythrocytes	9645.6950	single	1	2652	0	0	4	0	0	0	0	0	0	0	0	0												
Q9BZV1	UBXN6	erythrocytes	49752.9300	single	1	2473	8.717573204e-06	1.741809257e-05	4	8.717573204e-06	0	8.792870862e-06	0	2.636141145e-05	3.48447058e-05	0	2.558701759e-08	0												
Q9C0B5	ZDHHC5	erythrocytes	77543.7300	single	1	2618	2.589291639e-06	2.091778675e-06	4	2.589291639e-06	0	2.611656532e-06	5.018102106e-07	4.721502854e-06	0	2.06988841e-06	3.331108679e-06	4.956169465e-06												
Q9C0C9	UBE2O	erythrocytes	141291.6150	summed:2	2	2460;2461	0.0002560138242	0.0001196776907	4	0.0002560138242	0	0.0002582251324	0.0001375137309	0.000378936534	0.0003849038511	0.000258492202	0.000284458891	9.620035252e-05												
Q9C0E2	XPO4	erythrocytes	130137.2300	single	1	2586	9.892978631e-06	3.420684132e-06	4	9.892978631e-06	0	9.978428803e-06	6.528198661e-06	1.342865895e-05	1.299324528e-05	5.071844653e-06	1.01339119e-05	1.137291269e-05												
Q9C0E8	LNPK	erythrocytes	47608.0100	single	1	1281	2.412035816e-06	3.325945938e-06	4	2.412035816e-06	0	2.43286967e-06	0	5.787543321e-06	7.192684754e-06	3.035907259e-07	0	2.151867782e-06												
Q9C0I1	MTMR12	erythrocytes	86146.4300	single	1	1397	0	0	4	0	0	0	0	0	0	0	0	0												
Q9C0K7	STRADB	erythrocytes	47025.5850	single	1	2239	6.880073465e-05	4.220017913e-05	4	6.880073465e-05	0	6.9394998e-05	2.683031666e-05	0.0001119596793	0.0001275584376	6.768458185e-05	5.064714667e-05	2.931277254e-05												
Q9GZN8	ADISSP	erythrocytes	19159.5800	single	1	330	2.193249948e-05	7.901744491e-06	4	2.193249948e-05	0	2.212194049e-05	1.415194503e-05	3.009193596e-05	1.525697727e-05	1.721156108e-05	3.289965684e-05	2.236180275e-05												
Q9GZP4	PITHD1	erythrocytes	24177.5100	summed:2	2	1633;1634	0.0003474194509	4.74505277e-05	4	0.0003474194509	0	0.0003504202713	0.0003025598917	0.0003982806508	0.0003440291636	0.0003119349148	0.0004154798275	0.0003182338976												
Q9GZS3	SKIC8	erythrocytes	33579.9900	single	1	2570	8.344727431e-07	9.679280516e-07	4	8.344727431e-07	0	8.416804651e-07	0	1.817968953e-06	1.556528622e-06	0	0	1.781362351e-06												
Q9GZT8	NIF3L1	erythrocytes	41967.4200	single	1	1468	0.0004139219903	0.0002138701686	4	0.0004139219903	0	0.0004174972235	0.0002017797606	0.0006332146863	0.0006759981147	0.0001996207891	0.0002864217265	0.000493647331												
Q9GZU7	CTDSP1	erythrocytes	29202.8000	single	1	551	1.104507316e-07	2.209014632e-07	4	1.104507316e-07	0	1.11404745e-07	0	3.34214235e-07	0	0	0	4.418029265e-07												
Q9GZZ9	UBA5	erythrocytes	44862.6250	single	1	2446	1.828252893e-05	8.394104116e-06	4	1.828252893e-05	0	1.844044348e-05	9.973835654e-06	2.69070513e-05	9.116645513e-06	2.792136763e-05	1.390174929e-05	2.219035329e-05												
Q9H008	LHPP	erythrocytes	29164.9650	single	1	1270	4.289338147e-05	9.384781537e-06	4	4.289338147e-05	0	4.326387118e-05	3.3798029e-05	5.272971336e-05	3.080883659e-05	4.52885605e-05	5.346114751e-05	4.201498127e-05												
Q9H074	PAIP1	erythrocytes	53523.9100	single	1	1545	1.808269568e-06	5.523269575e-07	4	1.808269568e-06	0	1.823888418e-06	1.26679076e-06	2.380986075e-06	2.495392272e-06	1.489179927e-06	1.994060573e-06	1.254445501e-06												
Q9H0D2	ZNF541	erythrocytes	145585.2850	single	1	2628	2.693105461e-07	5.386210922e-07	4	2.693105461e-07	0	2.716367042e-07	0	8.149101126e-07	0	1.077242184e-06	0	0												
Q9H0E2	TOLLIP	erythrocytes	30150.2200	single	1	2376	0	0	4	0	0	0	0	0	0	0	0	0												
Q9H0H0	INTS2	erythrocytes	133377.0750	single	1	1122	0	0	4	0	0	0	0	0	0	0	0	0												
Q9H0I2	ENKD1	erythrocytes	38758.4250	single	1	2653	0	0	4	0	0	0	0	0	0	0	0	0												
Q9H0J9	PARP12	erythrocytes	79062.5400	single	1	1553	6.767665751e-08	9.478965687e-08	4	6.767665751e-08	0	6.826121169e-08	0	1.638696101e-07	0	2.010599253e-07	6.964670476e-08	0												
Q9H0M4	ZCWPW1	erythrocytes	72006.0350	single	1	2654	1.067657624e-06	1.692511127e-06	4	1.067657624e-06	0	1.07687947e-06	0	2.784009589e-06	0	7.150669362e-07	0	3.55556356e-06												
Q9H0N0	RAB6C	erythrocytes	28354.7950	single	1	1855	3.725117231e-07	5.123353448e-07	4	3.725117231e-07	0	3.757292769e-07	0	8.924898958e-07	1.08590655e-06	4.041403423e-07	0	0												
Q9H0N5	PCBD2	erythrocytes	14365.2150	single	1	1555	8.56948764e-07	1.022719341e-06	4	8.56948764e-07	0	8.643506216e-07	0	1.895903656e-06	2.332595601e-06	7.533608957e-07	2.354468393e-07	1.063917202e-07												
Q9H0P0	NT5C3A	erythrocytes	37947.6450	single	1	1501	5.697711239e-06	5.233219752e-06	4	5.697711239e-06	0	5.746924972e-06	4.68503512e-07	1.102534643e-05	1.717821307e-06	1.335758053e-05	4.519356432e-06	3.196086685e-06												
Q9H0R3	TMEM222	erythrocytes	23229.6950	single	1	2349	1.301213317e-06	2.454662199e-06	4	1.301213317e-06	0	1.31245249e-06	0	3.788316727e-06	4.979764972e-06	0	2.250882963e-07	0												
Q9H0R4	HDHD2	erythrocytes	28535.4800	single	1	1018	2.534771676e-05	8.489594529e-06	4	2.534771676e-05	0	2.556665656e-05	1.700373353e-05	3.412957959e-05	3.52591493e-05	1.46808906e-05	2.432601001e-05	2.712481713e-05												
Q9H0R8	GABARAPL1	erythrocytes	13915.7250	single	1	875	8.328489305e-07	2.994816475e-07	4	8.328489305e-07	0	8.400426268e-07	5.379742196e-07	1.142111034e-06	4.096777637e-07	1.07205326e-06	8.35800542e-07	1.013864156e-06												
Q9H0U3	MAGT1	erythrocytes	34871.3350	single	1	1309	0	0	4	0	0	0	0	0	0	0	0	0												
Q9H0U4	RAB1B	erythrocytes	22170.9000	summed:2	2	1836;1837	0.000104009772	2.921153472e-05	4	0.000104009772	0	0.0001049081519	7.544430383e-05	0.000134372	7.046732742e-05	0.0001415041205	9.877723029e-05	0.00010529041												
Q9H0V9	LMAN2L	erythrocytes	35033.8450	single	1	1279	8.066605099e-06	5.390829936e-06	4	8.066605099e-06	0	8.136280049e-06	2.698887054e-06	1.357367304e-05	3.520346497e-06	1.243517193e-05	3.28644125e-06	1.302446072e-05												
Q9H0W9	BKGD	erythrocytes	35117.0000	single	1	318	6.329726519e-07	6.348343543e-07	4	6.329726519e-07	0	6.384399256e-07	0	1.278757634e-06	0	4.73114562e-07	5.453711363e-07	1.513404909e-06												
Q9H0X4	FAM234A	erythrocytes	59658.6150	single	1	1147	2.80494389e-06	2.376282561e-06	4	2.80494389e-06	0	2.82917147e-06	4.323638724e-07	5.225979068e-06	1.910652604e-06	5.500291594e-06	0	3.808831361e-06												
Q9H0Z9	RBM38	erythrocytes	25497.5300	single	1	1897	0	0	4	0	0	0	0	0	0	0	0	0												
Q9H1A4	ANAPC1	erythrocytes	216496.6450	single	1	117	0	0	4	0	0	0	0	0	0	0	0	0												
Q9H1C7	CYSTM1	erythrocytes	10630.9600	single	1	574	3.375000804e-08	6.750001609e-08	4	3.375000804e-08	0	3.404152227e-08	0	1.021245668e-07	0	1.350000322e-07	0	0												
Q9H1E5	TMX4	erythrocytes	36757.0050	single	1	2371	2.796000051e-06	2.29660589e-06	4	2.796000051e-06	0	2.820150379e-06	5.037076558e-07	5.136593103e-06	1.633841476e-06	3.443842585e-07	5.585862491e-06	3.619911977e-06												
Q9H201	EPN3	erythrocytes	68221.0750	single	1	766	0	0	4	0	0	0	0	0	0	0	0	0												
Q9H223	EHD4	erythrocytes	61174.2300	single	1	705	0	0	4	0	0	0	0	0	0	0	0	0												
Q9H254	SPTBN4	erythrocytes	288979.9550	single	1	2212	2.499126916e-05	1.039549257e-05	4	2.499126916e-05	0	2.520713015e-05	1.472184697e-05	3.569241334e-05	3.435364888e-05	1.278769653e-05	3.287643325e-05	1.994729796e-05												
Q9H257	CARD9	plasma	62239.5550																single	1	50	149120036	12309216.6	15	3.687839065e-05	0	3.701033356e-05	3.395528996e-05	4.006537716e-05	8.5
Q9H299	SH3BGRL3	erythrocytes	10306.3650	summed:2	2	2106;2107	0.0001985973895	7.761101748e-05	4	0.0001985973895	0	0.0002003127658	0.0001220313865	0.0002785941451	0.0002299561602	9.686468999e-05	0.0002799430504	0.0001876256574												
Q9H2G2	SLK	erythrocytes	142692.8400	single	1	2167	1.018707998e-05	7.904726938e-06	4	1.018707998e-05	0	1.027507044e-05	2.302066767e-06	1.824807411e-05	2.064746992e-05	7.808696089e-06	1.689719391e-06	1.060243453e-05												
Q9H2H8	PPIL3	erythrocytes	18023.2050	single	1	1679	3.371816504e-06	2.644150833e-06	4	3.371816504e-06	0	3.400940422e-06	7.339508516e-07	6.067929992e-06	4.853775159e-06	6.317170407e-06	1.547224208e-06	7.690962412e-07												
Q9H2K8	TAOK3	erythrocytes	105404.0650	single	1	2281	8.802299567e-06	8.038310348e-06	4	8.802299567e-06	0	8.878329046e-06	7.705881431e-07	1.698606995e-05	2.029830524e-05	2.898209091e-06	8.371940314e-06	3.64074362e-06												
Q9H2M9	RAB3GAP2	erythrocytes	155982.2200	single	1	1846	2.232081034e-05	2.656566762e-05	4	2.232081034e-05	0	2.251360537e-05	0	4.930873279e-05	6.142647418e-05	4.89389765e-06	6.518082423e-06	1.644478711e-05												
Q9H2T7	RANBP17	erythrocytes	124242.2400	single	1	2588	0	0	4	0	0	0	0	0	0	0	0	0												
Q9H330	TMEM245	erythrocytes	97224.3550	single	1	2352	5.692146463e-06	1.986577068e-06	4	5.692146463e-06	0	5.74131213e-06	3.737576089e-06	7.745048171e-06	7.698957291e-06	2.946395319e-06	6.059391259e-06	6.063841982e-06												
Q9H3H5	DPAGT1	erythrocytes	46089.3250	single	1	669	1.35780447e-08	2.715608939e-08	4	1.35780447e-08	0	1.369532447e-08	0	4.10859734e-08	5.431217879e-08	0	0	0												
Q9H3K6	BOLA2	erythrocytes	10116.3850	single	1	300	0.000179742743	3.473414274e-05	4	0.000179742743	0	0.0001812952631	0.0001462611057	0.0002163294205	0.0001478869225	0.0001931847145	0.0001553761124	0.0002225232225												
Q9H3N1	TMX1	erythrocytes	29151.5950	single	1	2368	0.0001521498308	5.594792585e-05	4	0.0001521498308	0	0.0001534640184	9.703284474e-05	0.000209895192	7.42664179e-05	0.0001511808153	0.000181210393	0.0002019416971												
Q9H3S7	PTPN23	erythrocytes	178970.4350	single	1	1813	6.091224965e-06	7.413172098e-06	4	6.091224965e-06	0	6.143837655e-06	0	1.36210407e-05	1.708831439e-05	1.595632373e-06	1.703748239e-06	3.977204856e-06												
Q9H3Z4	DNAJC5	erythrocytes	22148.5250	summed:2	2	654;655	2.822493694e-06	2.993046292e-06	4	2.822493694e-06	0	2.84687286e-06	0	5.86577146e-06	1.320856885e-06	0	6.895650553e-06	3.073467337e-06												
Q9H400	LIME1	erythrocytes	31287.2900	summed:3	3	1271;1272;1273	2.096842973e-05	4.74169188e-06	4	2.096842973e-05	0	2.114954363e-05	1.636689559e-05	2.593219167e-05	1.495913091e-05	1.952915189e-05	2.556652739e-05	2.381890874e-05												
Q9H425	C1orf198	erythrocytes	36214.6450	single	1	328	5.163499416e-06	2.519773935e-06	4	5.163499416e-06	0	5.208098917e-06	2.666560544e-06	7.74963729e-06	8.121395805e-06	2.132524924e-06	4.455339054e-06	5.944737879e-06												
Q9H444	CHMP4B	erythrocytes	24818.6200	single	1	451	3.894511122e-06	1.035766253e-06	4	3.894511122e-06	0	3.928149792e-06	2.883437152e-06	4.972862431e-06	4.843597494e-06	4.63696173e-06	2.638993521e-06	3.458491742e-06												
Q9H446	RWDD1	erythrocytes	27807.9150	single	1	2033	0	0	4	0	0	0	0	0	0	0	0	0												
Q9H477	RBKS	erythrocytes	34142.5850	single	1	1895	4.864547593e-07	4.698608487e-07	4	4.864547593e-07	0	4.90656491e-07	1.673723974e-08	9.645757423e-07	9.072572295e-07	8.703076749e-07	1.682541326e-07	0												
Q9H479	FN3K	erythrocytes	35170.6800	single	1	858	0.0002054324174	0.000133464411	4	0.0002054324174	0	0.0002072068309	7.258962687e-05	0.000341824035	0.0001722304217	0.0004020626179	0.0001363288201	0.0001111078098												
Q9H488	POFUT1	erythrocytes	41279.8050	single	1	1659	3.192882284e-06	6.385764568e-06	4	3.192882284e-06	0	3.220460666e-06	0	9.661381997e-06	1.277152914e-05	0	0	0												
Q9H489	TSPY26P	erythrocytes	39571.9100	single	1	2417	0	0	4	0	0	0	0	0	0	0	0	0												
Q9H4A3	WNK1	erythrocytes	250789.7350	single	1	2578	0.0002783688479	0.0001158413875	4	0.0002783688479	0	0.0002807732467	0.0001639312842	0.0003976152091	0.0002320802448	0.000401224302	0.0003403110241	0.0001398598207												
Q9H4A4	RNPEP	erythrocytes	72463.5000	single	1	1934	7.72248579e-06	4.552808016e-06	4	7.72248579e-06	0	7.789188424e-06	3.197055728e-06	1.238132112e-05	6.741658587e-06	7.151272095e-06	3.035381678e-06	1.39616308e-05												
Q9H4A6	GOLPH3	erythrocytes	33810.0150	single	1	945	0	0	4	0	0	0	0	0	0	0	0	0												
Q9H4G4	GLIPR2	erythrocytes	17086.9200	single	1	907	4.510743602e-05	1.356586034e-05	4	4.510743602e-05	0	4.549704954e-05	3.181401467e-05	5.918008441e-05	3.150410191e-05	5.243906225e-05	6.035995408e-05	3.612662585e-05												
Q9H4M9	EHD1	erythrocytes	60625.9650	single	1	704	3.372556572e-05	1.041790057e-05	4	3.372556572e-05	0	3.401686882e-05	2.350898409e-05	4.452475355e-05	4.868576519e-05	3.207010454e-05	2.477735182e-05	2.936904133e-05												
Q9H5I5	PIEZO2	plasma	318059.2550																single	1	262	25181523.4	27671533.77	4	6.227560573e-06	0	6.249841439e-06	0	1.311768242e-05	84.4
Q9H5N1	RABEP2	erythrocytes	63410.4150	single	1	1860	4.519432188e-05	1.857191074e-05	4	4.519432188e-05	0	4.558468587e-05	2.685236106e-05	6.431701068e-05	2.47279021e-05	4.617962158e-05	6.951475558e-05	4.035500827e-05												
Q9H5X1	CIAO2A	erythrocytes	18354.8650	single	1	817	6.688621989e-06	4.224504818e-06	4	6.688621989e-06	0	6.74639467e-06	2.485400876e-06	1.100738846e-05	1.279799592e-05	5.57128644e-06	5.312024693e-06	3.073180907e-06												
Q9H6A9	PCNX3	erythrocytes	222034.9750	single	1	1563	0	0	4	0	0	0	0	0	0	0	0	0												
Q9H6E4	CCDC134	erythrocytes	24220.3800	single	1	391	0	0	4	0	0	0	0	0	0	0	0	0												
Q9H6H4	REEP4	erythrocytes	29394.6800	single	1	1904	6.301634627e-06	4.687494214e-06	4	6.301634627e-06	0	6.356064722e-06	1.62808248e-06	1.108404696e-05	7.599658378e-06	6.353513486e-06	1.125336665e-05	0												
Q9H6U8	ALG9	erythrocytes	69862.3400	single	1	112	1.424364004e-07	2.848728009e-07	4	1.424364004e-07	0	1.436666886e-07	0	4.310000659e-07	5.697456017e-07	0	0	0												
Q9H6Z4	RANBP3	erythrocytes	60077.7650	single	1	1880	0	0	4	0	0	0	0	0	0	0	0	0												
Q9H7C9	AAMDC	erythrocytes	13332.0550	single	1	7	2.097573157e-06	1.625942036e-06	4	2.097573157e-06	0	2.115690853e-06	4.757048138e-07	3.755676893e-06	4.08408823e-06	9.047843368e-07	2.760680436e-06	6.407396235e-07												
Q9H7D7	WDR26	erythrocytes	72122.8700	single	1	2564	9.630828071e-07	7.607799668e-07	4	9.630828071e-07	0	9.714013929e-07	2.040502223e-07	1.738752563e-06	2.070868567e-06	7.500502333e-07	3.3752839e-07	6.93884038e-07												
Q9H814	PHAX	erythrocytes	44270.7600	single	1	1607	0	0	4	0	0	0	0	0	0	0	0	0												
Q9H8H3	TMT1A	erythrocytes	24848.5200	single	1	1350	4.422648859e-05	1.291717193e-05	4	4.422648859e-05	0	4.460849296e-05	3.157974952e-05	5.76372364e-05	3.352485779e-05	6.295680507e-05	4.14328911e-05	3.899140041e-05												
Q9H8L6	MMRN2	erythrocytes	102152.0200	single	1	1365	0	0	4	0	0	0	0	0	0	0	0	0												
Q9H8M5	CNNM2	erythrocytes	96622.0500	single	1	486	0	0	4	0	0	0	0	0	0	0	0	0												
Q9H8M7	MINDY3	erythrocytes	49723.8800	single	1	811	2.97277424e-06	1.911265809e-06	4	2.97277424e-06	0	2.998451448e-06	1.070677164e-06	4.926225731e-06	4.711375652e-06	2.394532907e-06	5.313452501e-07	4.25384315e-06												
Q9H8W4	PLEKHF2	erythrocytes	27797.4400	single	1	1646	7.699368114e-07	1.539873623e-06	4	7.699368114e-07	0	7.765871071e-07	0	2.329761321e-06	3.079747246e-06	0	0	0												
Q9H8W5	TRIM45	erythrocytes	64358.2550	single	1	2406	2.465669564e-05	1.71207964e-05	4	2.465669564e-05	0	2.486966677e-05	7.600990242e-06	4.21383433e-05	1.972935242e-05	5.002681605e-05	1.331957478e-05	1.55510393e-05												
Q9H8Y8	GORASP2	erythrocytes	47013.4900	single	1	947	0	0	4	0	0	0	0	0	0	0	0	0												
Q9H910	JPT2	erythrocytes	20063.0650	single	1	1045	1.713308168e-06	1.230086838e-06	4	1.713308168e-06	0	1.728106793e-06	4.873951334e-07	2.968818452e-06	3.41095396e-06	1.625496789e-06	4.877691649e-07	1.329012757e-06												
Q9H920	RNF121	erythrocytes	37750.8050	single	1	1929	5.814410251e-08	7.570601013e-08	4	5.814410251e-08	0	5.864631966e-08	0	1.350062372e-07	7.344399138e-08	0	1.591324186e-07	0												
Q9H993	DCPH1	erythrocytes	51040.2450	single	1	206	4.613808465e-07	3.371467217e-07	4	4.613808465e-07	0	4.653660035e-07	1.253071917e-07	8.054248153e-07	0	5.547114257e-07	4.846416285e-07	8.061703319e-07												
Q9H9A6	LRRC40	erythrocytes	68248.8050	single	1	1289	0	0	4	0	0	0	0	0	0	0	0	0												
Q9H9G7	AGO3	erythrocytes	97358.9750	single	1	79	5.513506462e-07	9.632151428e-07	4	5.513506462e-07	0	5.561129134e-07	0	1.527647785e-06	1.98796964e-06	2.174329451e-07	0	0												
Q9H9Q2	COPS7B	erythrocytes	29490.2900	single	1	510	2.766234281e-05	1.244351146e-05	4	2.766234281e-05	0	2.790127509e-05	1.535028334e-05	4.045226683e-05	2.042208783e-05	4.629482392e-05	2.210919736e-05	2.182326212e-05												
Q9H9Q4	NHEJ1	erythrocytes	33336.7000	single	1	1465	0	0	4	0	0	0	0	0	0	0	0	0												
Q9HA64	FN3KRP	erythrocytes	34411.7800	single	1	859	0.0001784213355	7.042806617e-05	4	0.0001784213355	0	0.000179962442	0.0001089260565	0.0002509988276	0.0001034000883	0.0002733981848	0.0001644164355	0.0001724706336												
Q9HA65	TBC1D17	erythrocytes	72669.0550	single	1	2287	5.525267262e-06	3.67167835e-06	4	5.525267262e-06	0	5.572991517e-06	1.869599205e-06	9.27638383e-06	8.811394987e-06	1.301624527e-06	3.610077919e-06	8.377971615e-06												
Q9HAB8	PPCS	erythrocytes	33873.3450	single	1	1671	1.782524582e-05	6.15007379e-06	4	1.782524582e-05	0	1.79792106e-05	1.177601582e-05	2.418240538e-05	1.692954474e-05	1.713327395e-05	2.606652362e-05	1.117164096e-05												
Q9HAV0	GNB4	erythrocytes	37435.4300	single	1	936	0	0	4	0	0	0	0	0	0	0	0	0												
Q9HB40	SCPEP1	erythrocytes	47935.4550	single	1	2055	0	0	4	0	0	0	0	0	0	0	0	0												
Q9HBH5	RDH14	erythrocytes	36864.2350	single	1	1902	0	0	4	0	0	0	0	0	0	0	0	0												
Q9HBL0	TNS1	erythrocytes	197019.5400	single	1	2375	2.627808844e-05	5.140260526e-06	4	2.627808844e-05	0	2.650506429e-05	2.132040498e-05	3.168972359e-05	3.044982248e-05	1.986486789e-05	2.438039326e-05	3.041727014e-05												
Q9HC07	TMEM165	erythrocytes	31567.2400	single	1	2345	1.839529863e-06	2.241662796e-06	4	1.839529863e-06	0	1.855418722e-06	0	4.116443783e-06	0	0	2.801655651e-06	4.556463799e-06												
Q9HC38	GLOD4	erythrocytes	34793.0200	single	1	910	0.0001775152601	4.419024401e-05	4	0.0001775152601	0	0.0001790485404	0.0001344766051	0.0002236204757	0.0001218490173	0.0002189791774	0.0002062900583	0.0001629427874												
Q9HCE7	SMURF1	erythrocytes	86112.3700	single	1	2178	2.83895997e-07	4.029500668e-07	4	2.83895997e-07	0	2.863481363e-07	0	6.927786668e-07	8.547750254e-07	2.808089627e-07	0	0												
Q9HCJ1	ANKH	erythrocytes	54240.2350	single	1	133	1.49861781e-06	8.221092814e-07	4	1.49861781e-06	0	1.511562056e-06	6.823518411e-07	2.34077227e-06	1.313107118e-06	9.221188665e-07	1.051825423e-06	2.707419831e-06												
Q9HCN8	SDF2L1	erythrocytes	20911.7900	single	1	2061	2.065817198e-06	3.727189202e-06	4	2.065817198e-06	0	2.083660604e-06	0	5.843043241e-06	7.644957594e-06	0	7.496566903e-08	5.433455295e-07												
Q9HCP0	CSNK1G1	erythrocytes	48510.7150	single	1	540	5.945630388e-09	1.189126078e-08	4	5.945630388e-09	0	5.996985512e-09	0	1.799095654e-08	2.378252155e-08	0	0	0												
Q9HD40	SEPSECS	erythrocytes	55725.5100	single	1	2084	1.114930003e-05	5.399989777e-06	4	1.114930003e-05	0	1.124560163e-05	5.798969673e-06	1.669223358e-05	4.595742681e-06	9.796360128e-06	1.74945937e-05	1.271050362e-05												
Q9HD45	TM9SF3	erythrocytes	64979.8700	single	1	2325	1.080356582e-06	1.773454205e-06	4	1.080356582e-06	0	1.089688115e-06	0	2.878460453e-06	3.732361627e-06	3.008133405e-07	0	2.882513591e-07												
Q9HDC9	APMAP	erythrocytes;plasma	46348.5600	single	1	170	8.866089131e-05	0.0001336490133	4	8.866089131e-05	0	8.942669589e-05	0	0.0002242300967	6.117238592e-06	5.682966537e-05	0.0002858816986	5.814962714e-06	single	1	6	30301002.69	3752940.233	14	7.49364233e-06	0	7.520452962e-06	6.589004892e-06	8.451901033e-06	12.6
Q9NP58	ABCB6	erythrocytes	93884.0250	single	1	13	6.923063602e-05	4.833535318e-05	4	6.923063602e-05	0	6.982861262e-05	2.107576493e-05	0.0001185814603	0.0001412311968	5.294535826e-05	3.943241576e-05	4.331357325e-05												
Q9NP59	SLC40A1	erythrocytes	62541.2600	single	1	2152	1.711095103e-05	1.389367833e-05	4	1.711095103e-05	0	1.725874612e-05	3.245061753e-06	3.127243049e-05	7.185282359e-06	1.041280821e-05	1.322565786e-05	3.762005568e-05												
