# Generated by pipeline/digest.py — DO NOT EDIT BY HAND
# generated = 2026-09-19T18:28:04Z
# digest = trypsin; cleave_after=KR; cleave_before_proline=both; length 6-30; missed_cleavages=0; source=Schwanhausser et al. 2011 (B4), Methods, iBAQ definition, as restated in Nature Sci Data 2018;5:180128 (doi 10.1038/sdata.2018.128): "theoretically observable tryptic peptides between 6 and 30 amino acids". Proline rule not stated in A1 Methods; both computed, difference disclosed (D49).
accession	gene	tier	length	mw_full	n_peptides	peptides_per_kDa	n_peptides_trypsin_P	n_peptides_trypsin	proline_rule_rel_diff
Q9H2D6	TRIOBP	2	2365	261371	131	0.501204	131	127	0.0305344
Q9H2G2	SLK	2	1235	142693	71	0.497572	71	71	0
Q9H2H8	PPIL3	2	161	18154.4	13	0.71608	13	13	0
Q9H2J4	PDCL3	2	239	27614	17	0.61563	17	17	0
Q9H2K0	MTIF3	2	278	31724.9	20	0.630419	20	18	0.1
Q9H2K8	TAOK3	2	898	105404	46	0.436416	46	45	0.0217391
Q9H2M9	RAB3GAP2	2	1393	155982	70	0.448769	70	70	0
Q9H2P9	DPH5	2	285	31651	18	0.568702	18	17	0.0555556
Q9H2S1	KCNN2	1	579	63758.7	29	0.45484	29	28	0.0344828
Q9H2U2	PPA2	2	334	37919.8	25	0.659287	25	25	0
Q9H2W6	MRPL46	2	279	31704.6	21	0.662365	21	18	0.142857
Q9H307	PNN	2	717	81626.5	43	0.52679	43	44	-0.0232558
Q9H330	TMEM245	2	879	97355.6	28	0.287606	28	28	0
Q9H361	PABPC3	2	631	70030	46	0.656861	46	44	0.0434783
Q9H3H3	C11orf68	2	292	31429.8	19	0.604522	19	17	0.105263
Q9H3K2	GHITM	2	345	37204.7	17	0.456931	17	17	0
Q9H3N1	TMX1	2	280	31790.7	11	0.346013	11	11	0
Q9H3P7	ACBD3	2	528	60592.6	23	0.379585	23	21	0.0869565
Q9H3S7	PTPN23	2	1636	178970	81	0.452589	81	76	0.0617284
Q9H3U1	UNC45A	2	944	103075	63	0.611203	63	61	0.031746
Q9H425	C1orf198	2	327	36345.8	23	0.63281	23	24	-0.0434783
Q9H444	CHMP4B	2	224	24949.8	16	0.641287	16	14	0.125
Q9H446	RWDD1	2	243	27939.1	9	0.322129	9	9	0
Q9H479	FN3K	2	309	35170.7	16	0.454924	16	17	-0.0625
Q9H488	POFUT1	2	388	43955.1	22	0.500511	22	18	0.181818
Q9H4A3	WNK1	2	2382	250790	63	0.251206	63	59	0.0634921
Q9H4A4	RNPEP	2	650	72594.7	34	0.468354	34	32	0.0588235
Q9H4B0	OSGEPL1	2	414	45122.1	23	0.509728	23	20	0.130435
Q9H4G4	GLIPR2	2	154	17218.1	10	0.580784	10	10	0
Q9H4I9	SMDT1	2	107	11441	10	0.874051	10	10	0
Q9H4M9	EHD1	2	534	60626	33	0.544321	33	33	0
Q9H511	KLHL31	2	634	70245.2	33	0.469783	33	32	0.030303
Q9H583	HEATR1	2	2144	242366	128	0.528126	128	127	0.0078125
Q9H5N1	RABEP2	2	569	63541.6	34	0.535082	34	34	0
Q9H6F2	TMEM38A	2	299	33259.4	12	0.3608	12	12	0
Q9H6K4	OPA3	2	179	19995.9	9	0.450092	9	10	-0.111111
Q9H6L5	RETREG1	2	497	54679.6	19	0.347479	19	18	0.0526316
Q9H6N6	MYH16	2	1097	128288	82	0.639187	82	82	0
Q9H6W3	RIOX1	2	641	71084.5	29	0.407965	29	29	0
Q9H6Z4	RANBP3	2	567	60209	28	0.465047	28	27	0.0357143
Q9H773	DCTPP1	2	170	18680.5	11	0.588849	11	11	0
Q9H7C4	SYNC	1	482	55298.5	29	0.524427	29	28	0.0344828
Q9H7C9	AAMDC	2	122	13332.1	11	0.825079	11	11	0
Q9H7D7	WDR26	2	661	72122.9	34	0.471418	34	33	0.0294118
Q9H7F0	ATP13A3	2	1226	138041	60	0.434653	60	57	0.05
Q9H7Z7	PTGES2	2	377	41942.4	27	0.64374	27	26	0.037037
Q9H845	ACAD9	2	621	68759.4	40	0.581738	40	40	0
Q9H8H3	TMT1A	2	244	28318.7	13	0.45906	13	12	0.0769231
Q9H8M1	COQ10B	2	238	27070.2	19	0.701878	19	19	0
Q9H8W4	PLEKHF2	2	249	27797.4	17	0.611567	17	17	0
Q9H8Y8	GORASP2	2	452	47144.7	16	0.339381	16	14	0.125
Q9H987	SYNPO2L	1	977	102479	44	0.429356	44	37	0.159091
Q9H993	DCPH1	2	441	51171.4	23	0.449469	23	20	0.130435
Q9H9A6	LRRC40	2	602	68248.8	39	0.571439	39	39	0
Q9H9B4	SFXN1	2	322	35618.9	18	0.505349	18	18	0
Q9H9E3	COG4	2	785	89081.8	54	0.606185	54	53	0.0185185
Q9H9G7	AGO3	2	860	97359	56	0.575191	56	52	0.0714286
Q9H9J2	MRPL44	2	332	37534.9	20	0.532838	20	20	0
Q9H9P8	L2HGDH	2	463	50315.4	30	0.596239	30	29	0.0333333
Q9H9S3	SEC61A2	2	476	52247	18	0.344517	18	17	0.0555556
Q9H9S4	CAB39L	2	337	39086.9	23	0.588432	23	24	-0.0434783
Q9HA65	TBC1D17	2	648	72669.1	27	0.371547	27	26	0.037037
Q9HA77	CARS2	2	564	62222.9	28	0.449995	28	27	0.0357143
Q9HAB8	PPCS	2	311	34004.5	20	0.588157	20	18	0.1
Q9HAC7	SUGCT	2	438	47707.4	23	0.482105	23	19	0.173913
Q9HAD4	WDR41	2	459	51727.2	27	0.52197	27	27	0
Q9HAN9	NMNAT1	2	279	31932	19	0.595014	19	19	0
Q9HAT2	SIAE	2	523	58313.9	33	0.565902	33	30	0.0909091
Q9HAU0	PLEKHA5	2	1116	127462	70	0.549182	70	67	0.0428571
Q9HAU5	UPF2	2	1272	147808	72	0.487118	72	67	0.0694444
Q9HAV0	GNB4	2	340	37566.6	14	0.372671	14	14	0
Q9HAV7	GRPEL1	2	217	24278.8	18	0.741388	18	18	0
Q9HB07	MYG1	2	376	42507.7	27	0.63518	27	27	0
Q9HB40	SCPEP1	2	452	50830	21	0.413142	21	20	0.047619
Q9HB71	CACYBP	2	228	26209.7	16	0.610462	16	14	0.125
Q9HB90	RRAGC	2	399	44223.4	20	0.452249	20	20	0
Q9HBH5	RDH14	2	336	36864.2	24	0.651038	24	23	0.0416667
Q9HBI1	PARVB	1	364	41713.7	19	0.455486	19	20	-0.0526316
Q9HBK9	AS3MT	2	375	41747.3	28	0.670701	28	28	0
Q9HBL0	TNS1	2	1839	197020	97	0.492337	97	96	0.0103093
Q9HBL7	PLGRKT	2	147	17201.1	9	0.523223	9	9	0
Q9HBU9	POPDC2	2	364	40446.9	13	0.321409	13	13	0
Q9HC38	GLOD4	2	313	34793	22	0.632311	22	22	0
Q9HCC0	MCCC2	2	563	61332.4	33	0.538052	33	34	-0.030303
Q9HCE1	MOV10	2	1003	113670	63	0.554238	63	60	0.047619
Q9HCJ2	LRRC4C	2	640	71948.6	26	0.361369	26	25	0.0384615
Q9HCP6	HHATL	2	504	56702.4	22	0.387991	22	22	0
Q9HCU0	CD248	2	757	80857.9	32	0.395756	32	28	0.125
Q9HCU5	PREB	2	417	45467.5	22	0.483863	22	22	0
Q9HCY8	S100A14	2	104	11661.9	7	0.600243	7	8	-0.142857
Q9HD20	ATP13A1	2	1204	132953	63	0.473852	63	57	0.0952381
Q9HD33	MRPL47	2	250	29449.9	17	0.577252	17	18	-0.0588235
Q9HD34	LYRM4	2	91	10758.3	7	0.650662	7	7	0
Q9HD45	TM9SF3	2	589	67887.4	22	0.324066	22	21	0.0454545
Q9HD47	RANGRF	2	186	20447.7	9	0.440147	9	7	0.222222
Q9HDC5	JPH1	1	661	71685	38	0.530097	38	39	-0.0263158
Q9HDC9	APMAP	2	416	46479.8	26	0.559383	26	23	0.115385
Q9NNX1	TUFT1	1	390	44263.1	27	0.609989	27	25	0.0740741
Q9NP72	RAB18	2	206	22976.8	14	0.609309	14	14	0
Q9NP74	PALMD	2	551	62757.1	34	0.541771	34	30	0.117647
Q9NP77	SSU72	2	194	22574.2	11	0.487282	11	11	0
Q9NP79	VTA1	2	307	33878.7	13	0.383722	13	13	0
Q9NP81	SARS2	2	518	58281.6	34	0.583374	34	33	0.0294118
Q9NP87	POLM	2	494	54814.6	27	0.492569	27	24	0.111111
Q9NP92	MRPS30	2	439	50363.9	21	0.416965	21	18	0.142857
Q9NP97	DYNLRB1	2	96	10921.4	6	0.549378	6	6	0
Q9NP98	MYOZ1	1	299	31744.3	14	0.441024	14	14	0
Q9NPA0	EMC7	2	242	26470.3	13	0.491117	13	12	0.0769231
Q9NPA8	ENY2	2	101	11528.5	6	0.520452	6	6	0
Q9NPC6	MYOZ2	1	264	29897.5	16	0.535162	16	17	-0.0625
Q9NPJ1	MKKS	2	570	62340.6	27	0.433104	27	27	0
Q9NPJ3	ACOT13	2	140	14960.3	7	0.467904	7	7	0
Q9NPL8	TIMMDC1	2	285	32177.2	18	0.559401	18	18	0
Q9NPY3	CD93	2	652	68559.4	26	0.379233	26	24	0.0769231
Q9NQ38	SPINK5	2	1064	120714	55	0.455624	55	56	-0.0181818
Q9NQ50	MRPL40	2	206	24489.9	12	0.489997	12	11	0.0833333
Q9NQ66	PLCB1	2	1216	138565	66	0.476311	66	62	0.0606061
Q9NQ88	TIGAR	2	270	30062.2	15	0.498966	15	15	0
Q9NQ89	FERRY3	2	552	63799.6	34	0.532919	34	33	0.0294118
Q9NQC3	RTN4	2	1192	129929	51	0.392521	51	48	0.0588235
Q9NQE9	HINT3	2	182	20361	10	0.491134	10	10	0
Q9NQP4	PFDN4	2	134	15314	8	0.522398	8	8	0
Q9NQR4	NIT2	2	276	30607.5	21	0.686106	21	21	0
Q9NQT5	EXOSC3	2	275	29571.8	15	0.507239	15	13	0.133333
Q9NQW7	XPNPEP1	2	623	69916.8	36	0.514898	36	36	0
Q9NQX3	GPHN	2	736	79747.3	47	0.589362	47	45	0.0425532
Q9NR09	BIRC6	2	4857	530260	213	0.401689	213	204	0.0422535
Q9NR12	PDLIM7	1	457	49844	30	0.601877	30	26	0.133333
Q9NR19	ACSS2	2	701	78578.7	33	0.419961	33	32	0.030303
Q9NR28	DIABLO	2	239	27130.4	16	0.589745	16	16	0
Q9NR31	SAR1A	2	198	22366.5	11	0.491807	11	11	0
Q9NR45	NANS	2	359	40307.1	19	0.471381	19	18	0.0526316
Q9NR46	SH3GLB2	2	395	43973.2	23	0.523045	23	23	0
Q9NR50	EIF2B3	2	452	50239.7	28	0.557329	28	26	0.0714286
Q9NR56	MBNL1	2	388	41816.6	14	0.334795	14	15	-0.0714286
Q9NR99	MXRA5	2	2828	312146	167	0.535006	167	156	0.0658683
Q9NRG1	PRTFDC1	2	225	25673.2	9	0.35056	9	10	-0.111111
Q9NRG4	SMYD2	2	433	49687.5	21	0.422642	21	21	0
Q9NRG7	SDR39U1	2	293	31076.2	14	0.450505	14	15	-0.0714286
Q9NRH3	TUBG2	2	451	51090.9	21	0.411032	21	21	0
Q9NRI5	DISC1	2	854	93608.9	51	0.54482	51	53	-0.0392157
Q9NRK6	ABCB10	2	738	79146.6	46	0.5812	46	43	0.0652174
Q9NRP2	CMC2	2	79	9459.76	6	0.634266	6	6	0
Q9NRS6	SNX15	2	342	38290.4	22	0.574557	22	21	0.0454545
Q9NRV9	HEBP1	2	189	21096.8	14	0.663606	14	13	0.0714286
Q9NRW7	VPS45	2	570	65076	38	0.583932	38	38	0
Q9NRX2	MRPL17	2	175	20049.8	14	0.69826	14	14	0
Q9NRX4	PHPT1	2	125	13832.3	9	0.65065	9	9	0
Q9NRY5	FAM114A2	2	505	55467.4	32	0.576915	32	32	0
Q9NRZ7	AGPAT3	2	376	43380.4	19	0.437986	19	19	0
Q9NS69	TOMM22	2	142	15521.4	7	0.450992	7	7	0
Q9NS86	LANCL2	2	450	50853.6	26	0.511271	26	23	0.115385
Q9NSB8	HOMER2	2	354	40626.7	23	0.56613	23	23	0
Q9NSC7	ST6GALNAC1	2	600	68563.2	39	0.568818	39	39	0
Q9NSD9	FARSB	2	589	66114.8	45	0.680635	45	45	0
Q9NSE4	IARS2	2	1012	113790	48	0.42183	48	51	-0.0625
Q9NSI8	SAMSN1	2	373	41707.6	22	0.527482	22	21	0.0454545
Q9NT99	LRRC4B	2	713	76432.9	31	0.405585	31	30	0.0322581
Q9NTG7	SIRT3	2	399	43572.5	24	0.550806	24	20	0.166667
Q9NTI5	PDS5B	2	1447	164665	87	0.528346	87	87	0
Q9NTJ4	MAN2C1	2	1040	115833	49	0.423022	49	45	0.0816327
Q9NTJ5	SACM1L	2	587	66965.9	35	0.522654	35	33	0.0571429
Q9NTK5	OLA1	2	396	44743	28	0.625796	28	26	0.0714286
Q9NTM9	CUTC	2	273	29340.7	17	0.579401	17	16	0.0588235
Q9NTX5	ECHDC1	2	307	33697.6	19	0.563839	19	19	0
Q9NTZ6	RBM12	2	932	97394.5	36	0.369631	36	34	0.0555556
Q9NUB1	ACSS1	2	689	74855.8	38	0.507643	38	34	0.105263
Q9NUI1	DECR2	2	292	30777.1	19	0.617341	19	19	0
Q9NUJ1	ABHD10	2	306	33932	20	0.589415	20	19	0.05
Q9NUL3	STAU2	2	570	62607.7	41	0.654872	41	39	0.0487805
Q9NUL5	SHFL	2	291	33109.8	15	0.453039	15	15	0
Q9NUP9	LIN7C	2	197	21833.7	15	0.687011	15	15	0
Q9NUQ6	SPATS2L	2	558	61728.2	42	0.680402	42	39	0.0714286
Q9NUQ7	UFSP2	2	469	53260.5	25	0.469391	25	24	0.04
Q9NUQ9	CYRIB	2	324	36747.5	23	0.625893	23	23	0
Q9NUU7	DDX19A	2	478	53974.3	34	0.62993	34	34	0
Q9NVA1	UQCC1	2	299	34599.7	17	0.491334	17	16	0.0588235
Q9NVD7	PARVA	1	372	42243.1	21	0.497122	21	19	0.0952381
Q9NVE7	PANK4	2	773	85989.7	53	0.616353	53	52	0.0188679
Q9NVG8	TBC1D13	2	400	46552.8	31	0.66591	31	30	0.0322581
Q9NVH1	DNAJC11	2	559	63277.2	28	0.442498	28	29	-0.0357143
Q9NVH6	TMLHE	2	421	49516.8	33	0.666441	33	33	0
Q9NVI7	ATAD3A	2	586	66217.1	41	0.619175	41	43	-0.0487805
Q9NVJ2	ARL8B	2	186	21538.7	13	0.603565	13	12	0.0769231
Q9NVM4	PRMT7	2	692	78458.1	28	0.356878	28	27	0.0357143
Q9NVP1	DDX18	2	670	75405.9	38	0.50394	38	36	0.0526316
Q9NVS2	MRPS18A	2	196	22183.7	15	0.676172	15	15	0
Q9NVS9	PNPO	2	261	29987.6	15	0.500207	15	15	0
Q9NVT9	ARMC1	2	282	31280.2	13	0.415599	13	13	0
Q9NVV0	TMEM38B	2	291	32509.3	13	0.399885	13	12	0.0769231
Q9NVV4	MTPAP	2	582	66170.7	39	0.589384	39	35	0.102564
Q9NW15	ANO10	2	660	76328.3	26	0.340634	26	26	0
Q9NWB6	ARGLU1	2	273	33215.8	15	0.451592	15	15	0
Q9NWH9	SLTM	2	1034	117147	51	0.435351	51	51	0
Q9NWU1	OXSM	2	459	48842.2	21	0.429956	21	22	-0.047619
Q9NWU2	GID8	2	228	26748.1	15	0.560787	15	14	0.0666667
Q9NWU5	MRPL22	2	206	23640.3	15	0.63451	15	15	0
Q9NWV4	CZIB	2	160	18048.2	11	0.609478	11	9	0.181818
Q9NX14	NDUFB11	2	153	17316.4	11	0.635236	11	11	0
Q9NX18	SDHAF2	2	166	19599.1	12	0.612273	12	10	0.166667
Q9NX20	MRPL16	2	251	28448.9	14	0.492111	14	14	0
Q9NX40	OCIAD1	2	245	27625.8	13	0.470575	13	12	0.0769231
Q9NX46	ADPRS	2	363	38946.1	17	0.4365	17	17	0
Q9NX55	HYPK	2	121	13651.1	6	0.439526	6	6	0
Q9NX62	BPNT2	2	359	38681	24	0.62046	24	21	0.125
Q9NX63	CHCHD3	2	227	26152	18	0.688284	18	18	0
Q9NXA8	SIRT5	2	310	33880.5	22	0.649341	22	19	0.136364
Q9NXC5	MIOS	2	875	98583.1	59	0.59848	59	56	0.0508475
Q9NXE4	SMPD4	2	866	97808.2	49	0.500981	49	46	0.0612245
Q9NXG2	THUMPD1	2	353	39315	28	0.712196	28	25	0.107143
Q9NXJ5	PGPEP1	2	209	23138.1	12	0.518625	12	11	0.0833333
Q9NXW2	DNAJB12	2	375	41859.1	21	0.501683	21	19	0.0952381
Q9NY12	GAR1	2	217	22347.9	13	0.581711	13	14	-0.0769231
Q9NY33	DPP3	2	737	82587.9	44	0.532766	44	44	0
Q9NY65	TUBA8	2	449	50092.9	23	0.459147	23	22	0.0434783
Q9NY72	SCN3B	1	215	24702	10	0.404825	10	10	0
Q9NYF8	BCLAF1	2	920	106121	50	0.471162	50	51	-0.02
Q9NYJ1	COA4	2	87	10133.9	7	0.690751	7	7	0
Q9NYK5	MRPL39	2	338	38711.3	24	0.619974	24	24	0
Q9NYL2	MAP3K20	2	800	91153.7	45	0.493672	45	45	0
Q9NYL9	TMOD3	1	352	39594.3	23	0.580892	23	23	0
Q9NYU2	UGGT1	2	1555	177187	83	0.468432	83	81	0.0240964
Q9NZ01	TECR	2	308	36033.8	16	0.444027	16	17	-0.0625
Q9NZ08	ERAP1	2	941	107233	51	0.475599	51	51	0
Q9NZ32	ACTR10	2	417	46306.4	23	0.496691	23	24	-0.0434783
Q9NZ45	CISD1	2	108	12198.9	6	0.491847	6	6	0
Q9NZA1	CLIC5	2	410	46502	22	0.473098	22	20	0.0909091
Q9NZB2	FAM120A	2	1118	121886	60	0.492264	60	54	0.1
Q9NZC3	GDE1	2	331	37717.8	20	0.530253	20	19	0.05
Q9NZD2	GLTP	2	209	23849.5	15	0.628945	15	14	0.0666667
Q9NZD4	AHSP	2	102	11840.2	5	0.422289	5	5	0
Q9NZH6	IL37	2	218	24126.2	11	0.455936	11	11	0
Q9NZH8	IL36G	2	169	18721.1	12	0.640988	12	9	0.25
Q9NZI8	IGF2BP1	2	577	63479.7	35	0.551357	35	35	0
Q9NZJ4	SACS	2	4579	521118	288	0.552657	288	282	0.0208333
Q9NZJ6	COQ3	2	369	41053.5	20	0.487169	20	17	0.15
Q9NZL4	HSPBP1	2	359	39302.2	19	0.483433	19	18	0.0526316
Q9NZL9	MAT2B	2	334	37551.3	21	0.559235	21	19	0.0952381
Q9NZM1	MYOF	2	2061	234706	135	0.575189	135	130	0.037037
Q9NZM3	ITSN2	2	1697	193458	95	0.491061	95	94	0.0105263
Q9NZN5	ARHGEF12	2	1544	173230	88	0.507996	88	82	0.0681818
Q9NZQ9	TMOD4	1	345	39334.9	18	0.457609	18	18	0
Q9NZR1	TMOD2	1	351	39594.5	21	0.530376	21	22	-0.047619
Q9NZT1	CALML5	2	146	15892.2	9	0.566314	9	9	0
Q9NZT2	OGFR	2	677	73323.7	34	0.463697	34	30	0.117647
Q9NZU5	LMCD1	2	365	40832.4	28	0.68573	28	28	0
Q9P003	CNIH4	2	139	16093.1	2	0.124277	2	2	0
Q9P016	THYN1	2	225	25697	17	0.661557	17	17	0
Q9P032	NDUFAF4	2	175	20266.2	15	0.740149	15	15	0
Q9P035	HACD3	2	362	43158.9	18	0.417063	18	17	0.0555556
Q9P0I2	EMC3	2	261	29951.5	14	0.467422	14	14	0
Q9P0J0	NDUFA13	2	144	16698	10	0.598873	10	10	0
Q9P0K7	RAI14	2	980	110040	68	0.61796	68	67	0.0147059
Q9P0L0	VAPA	2	249	27892.9	17	0.609474	17	14	0.176471
Q9P0M6	MACROH2A2	2	372	40057.7	19	0.474316	19	19	0
Q9P0P8	MTRES1	2	240	27941	15	0.536846	15	15	0
Q9P0S9	TMEM14C	2	112	11564.4	5	0.43236	5	5	0
Q9P121	NTM	2	344	37971.1	21	0.553053	21	20	0.047619
Q9P1Z2	CALCOCO1	2	691	77335	42	0.543092	42	41	0.0238095
Q9P258	RCC2	2	522	56083.9	33	0.588404	33	32	0.030303
Q9P265	DIP2B	2	1576	171489	85	0.495658	85	76	0.105882
Q9P270	SLAIN2	2	581	62542.4	36	0.575609	36	35	0.0277778
Q9P289	STK26	2	416	46528.1	23	0.494325	23	24	-0.0434783
Q9P291	ARMCX1	2	453	49179.9	28	0.569338	28	27	0.0357143
Q9P2B2	PTGFRN	2	879	98555	55	0.558064	55	52	0.0545455
Q9P2B4	CTTNBP2NL	2	639	70156.9	40	0.57015	40	38	0.05
Q9P2E3	ZNFX1	2	1918	220224	122	0.553982	122	120	0.0163934
Q9P2E9	RRBP1	2	1410	152454	86	0.564104	86	87	-0.0116279
Q9P2F8	SIPA1L2	2	1722	190435	98	0.514612	98	96	0.0204082
Q9P2J5	LARS1	2	1176	134464	67	0.498273	67	63	0.0597015
Q9P2K3	RCOR3	2	495	55580.5	32	0.575741	32	28	0.125
Q9P2K5	MYEF2	2	600	64121.1	34	0.530246	34	33	0.0294118
Q9P2R3	ANKFY1	2	1169	128397	61	0.475089	61	60	0.0163934
Q9P2R7	SUCLA2	2	463	50316.6	29	0.57635	29	29	0
Q9P2T1	GMPR2	2	348	37874	17	0.448857	17	18	-0.0588235
Q9UBB4	ATXN10	2	475	53487.9	29	0.542178	29	30	-0.0344828
Q9UBB5	MBD2	2	411	43254.1	21	0.485503	21	22	-0.047619
Q9UBC2	EPS15L1	2	864	94253.4	53	0.562314	53	52	0.0188679
Q9UBE0	SAE1	2	346	38449.4	23	0.598189	23	23	0
Q9UBF8	PI4KB	2	816	91377.5	45	0.492463	45	42	0.0666667
Q9UBF9	MYOT	1	498	55394.2	33	0.59573	33	31	0.0606061
Q9UBG3	CRNN	2	495	53532.4	27	0.504368	27	26	0.037037
Q9UBI1	COMMD3	2	195	22150.7	12	0.541744	12	12	0
Q9UBI6	GNG12	2	72	8006.09	5	0.624525	5	5	0
Q9UBQ0	VPS29	2	182	20505.4	11	0.536443	11	11	0
Q9UBQ5	EIF3K	2	218	25059.3	11	0.43896	11	11	0
Q9UBQ7	GRHPR	2	328	35667.7	18	0.504658	18	17	0.0555556
Q9UBR2	CTSZ	2	303	33867.5	15	0.442902	15	15	0
Q9UBS4	DNAJB11	2	358	40513.5	20	0.493663	20	22	-0.1
Q9UBS8	RNF14	2	474	53836.8	26	0.482941	26	24	0.0769231
Q9UBT2	UBA2	2	640	71222.6	35	0.491417	35	34	0.0285714
Q9UBU9	NXF1	2	619	70181.3	36	0.512957	36	35	0.0277778
Q9UBW8	COPS7A	2	275	30276.1	17	0.561499	17	17	0
Q9UBX5	FBLN5	2	448	50180.1	21	0.418493	21	21	0
Q9UBY9	HSPB7	2	170	18610.2	12	0.644807	12	9	0.25
Q9UDR5	AASS	2	926	102130	54	0.528736	54	54	0
Q9UDW1	UQCR10	2	63	7308.37	4	0.547318	4	4	0
Q9UDX5	MTFP1	2	166	18009.5	10	0.555263	10	10	0
Q9UDY2	TJP2	2	1190	133956	78	0.582281	78	79	-0.0128205
Q9UDY4	DNAJB4	1	337	37806.4	19	0.502561	19	19	0
Q9UEW8	STK39	2	545	59473.2	25	0.420358	25	25	0
Q9UEY8	ADD3	2	706	79153.5	32	0.404278	32	31	0.03125
Q9UFN0	NIPSNAP3A	2	247	28466.2	16	0.56207	16	17	-0.0625
Q9UG56	PISD	2	409	46671.1	28	0.599944	28	27	0.0357143
Q9UG63	ABCF2	2	623	71289.3	36	0.504985	36	35	0.0277778
Q9UGI6	KCNN3	1	731	81383.8	34	0.417774	34	34	0
Q9UGI8	TES	2	421	47996.1	28	0.583381	28	27	0.0357143
Q9UGI9	PRKAG3	2	489	54257.2	22	0.405476	22	19	0.136364
Q9UGJ0	PRKAG2	2	569	63065.3	34	0.539124	34	32	0.0588235
Q9UGM3	DMBT1	2	2413	260732	56	0.21478	56	48	0.142857
Q9UGM6	WARS2	2	360	40145.9	17	0.423455	17	17	0
Q9UGP8	SEC63	2	760	87995.7	43	0.48866	43	41	0.0465116
Q9UGV2	NDRG3	2	375	41408.1	18	0.434697	18	16	0.111111
Q9UH62	ARMCX3	2	379	42500.1	21	0.494117	21	19	0.0952381
Q9UH90	FBXO40	2	709	79781	42	0.526441	42	42	0
Q9UH92	MLX	2	298	33299.7	17	0.510515	17	17	0
Q9UH99	SUN2	2	717	80309.4	34	0.423363	34	34	0
Q9UHA4	LAMTOR3	2	124	13622.5	9	0.66067	9	8	0.111111
Q9UHB6	LIMA1	2	759	85224.4	59	0.69229	59	57	0.0338983
Q9UHB9	SRP68	2	627	70728.6	42	0.593819	42	42	0
Q9UHG3	PCYOX1	2	505	56639.4	26	0.459045	26	26	0
Q9UHL4	DPP7	2	492	54340.6	26	0.478464	26	25	0.0384615
Q9UHP3	USP25	2	1055	122216	71	0.580939	71	69	0.028169
Q9UHP9	SMPX	1	88	9558.92	6	0.627686	6	5	0.166667
Q9UHQ4	BCAP29	2	241	28319.7	15	0.529668	15	15	0
Q9UHQ9	CYB5R1	2	305	34094.4	19	0.557277	19	18	0.0526316
Q9UHV9	PFDN2	2	154	16647.6	12	0.720824	12	12	0
Q9UHX1	PUF60	2	559	59874.6	30	0.501047	30	28	0.0666667
Q9UHY7	ENOPH1	2	261	28932.2	13	0.449326	13	12	0.0769231
Q9UI09	NDUFA12	2	145	17114.3	10	0.584308	10	10	0
Q9UI12	ATP6V1H	2	483	55882.2	27	0.483159	27	27	0
Q9UI42	CPA4	2	421	47350.6	22	0.464619	22	20	0.0909091
Q9UI47	CTNNA3	2	895	99807.1	51	0.510986	51	51	0
Q9UIA9	XPO7	2	1087	123905	59	0.47617	59	58	0.0169492
Q9UIC8	LCMT1	2	334	38378.6	21	0.54718	21	21	0
Q9UII2	ATP5IF1	2	106	12248.6	8	0.653135	8	8	0
Q9UIQ6	LNPEP	2	1025	117347	57	0.485737	57	56	0.0175439
Q9UIV8	SERPINB13	2	391	44275.5	21	0.474303	21	21	0
Q9UIW2	PLXNA1	2	1896	211064	110	0.521169	110	102	0.0727273
Q9UJ14	GGT7	2	662	70465.6	30	0.42574	30	25	0.166667
Q9UJ68	MSRA	2	235	26132.2	17	0.650538	17	17	0
Q9UJ70	NAGK	2	344	37375.1	20	0.535115	20	20	0
Q9UJC3	HOOK1	2	728	84646.5	47	0.555251	47	47	0
Q9UJP4	KLHL21	2	597	66616.4	30	0.45034	30	30	0
Q9UJS0	SLC25A13	2	675	74174.6	39	0.525786	39	35	0.102564
Q9UJU6	DBNL	2	430	48206.6	24	0.497857	24	24	0
Q9UJW0	DCTN4	1	460	52336.4	29	0.554108	29	24	0.172414
Q9UJY1	HSPB8	2	196	21604.1	12	0.555451	12	11	0.0833333
Q9UJZ1	STOML2	2	356	38533.4	20	0.51903	20	20	0
Q9UK41	VPS28	2	221	25424.8	14	0.550643	14	14	0
Q9UK45	LSM7	2	103	11602.2	7	0.603333	7	7	0
Q9UK76	JPT1	2	154	16014.3	10	0.624441	10	8	0.2
Q9UK99	FBXO3	2	471	54559.8	23	0.421556	23	23	0
Q9UKA9	PTBP2	2	531	57489.9	22	0.382676	22	22	0
Q9UKF6	CPSF3	2	684	77484.9	38	0.490418	38	36	0.0526316
Q9UKG1	APPL1	2	709	79662.2	39	0.489567	39	37	0.0512821
Q9UKK3	PARP4	2	1724	192592	89	0.462117	89	85	0.0449438
Q9UKK9	NUDT5	2	219	24327.3	13	0.534378	13	12	0.0769231
Q9UKL0	RCOR1	2	485	53326.7	29	0.543818	29	29	0
Q9UKM9	RALY	2	306	32462.8	21	0.646895	21	19	0.0952381
Q9UKP3	ITGB1BP2	1	347	38381.7	20	0.521082	20	19	0.05
Q9UKQ9	KLK9	2	250	27512.3	14	0.508864	14	12	0.142857
Q9UKS6	PACSIN3	2	424	48486	26	0.536237	26	27	-0.0384615
Q9UKU7	ACAD8	2	415	45069.2	27	0.599078	27	27	0
Q9UKV3	ACIN1	2	1341	151859	84	0.553144	84	76	0.0952381
